,CODE_HEAT,SUBWAY_STATION,SUBWAY_LINE,DISPOSAL_TYPE,CODE_ECON,KAPTD_CCCNT,WELFARE_FACILITY,KAPT_BCOMPANY,KAPT_USEDATE,KAPTD_WTIMEBUS,KAPTD_WTIMESUB,CODE_HALL,CODE_SALE,EDUCATION_FACILITY,KAPT_CODE
0,개별난방,-,-,분무식,단일계약,33,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)우봉건설,2005-03-25,5분이내,-,계단식,분양,초등학교(광양중앙초교) 중학교(동광양중교) 고등학교(백운고교),A54588202
0,개별난방,-,-,"도포식,분무식",단일계약,47,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",남양건설,1993-11-15,5분이내,-,혼합식,분양,초등학교(광양중앙초교) 중학교(동광양중교) 고등학교(광양백운고교),A54588006
0,개별난방,-,-,분무식,종합계약,37,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",이테크건설,2010-09-20,5~10분이내,-,계단식,분양,초등학교(광양중앙초교) 중학교(동광양중교) 고등학교(백운고교),A54570106
0,개별난방,-,-,분무식,단일계약,19,"관리사무소, 노인정, 어린이놀이터",냠양건설,1990-01-09,5분이내,-,계단식,분양,초등학교(광양중앙초교) 중학교(동광양중교) 고등학교(중마고),A54587905
0,개별난방,-,-,-,단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",동광주택,1990-09-29,5분이내,-,복도식,임대+분양,초등학교(광양중앙초교) 중학교(동광양중교) 고등학교(중마고),A54570105
0,개별난방,-,-,도포식,단일계약,58,"관리사무소, 노인정, 어린이놀이터, 유치원",대한주택공사,1993-03-10,5분이내,-,복도식,분양,초등학교(중마초교) 중학교(동광양중교) 고등학교(광양백운고교),A54588009
0,개별난방,-,-,"도포식,분무식",단일계약,154,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",아이리스건설(주),2017-03-13,5분이내,-,계단식,분양,-,A10027080
0,개별난방,-,-,"도포식,분무식",단일계약,61,"관리사무소, 노인정, 보육시설, 어린이놀이터",(주)동광주택,1992-03-07,5분이내,-,복도식,임대,초등학교(광양중앙초등학교) 중학교(동광양중학교) 고등학교(광양백운고등학교),A54570107
0,개별난방,-,-,분무식,단일계약,24,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",금광기업,1994-01-12,5분이내,-,복도식,분양,초등학교(중마초교) 중학교(동광양중교) 고등학교(광양백운고교),A54588003
0,개별난방,-,-,"도포식,분무식",단일계약,68,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",(주)태영,1996-11-22,5~10분이내,-,혼합식,분양,초등학교(중동초교) 중학교(백운중교) 고등학교(백운고교),A54587907
0,개별난방,-,-,"도포식,분무식",단일계약,93,"관리사무소, 노인정, 어린이놀이터",태영,1998-10-20,5~10분이내,-,계단식,분양,초등학교(중동초교) 중학교(백운중교),A54570104
0,개별난방,-,-,-,단일계약,34,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",태완건설,2011-10-28,5~10분이내,-,계단식,임대+분양,초등학교(중앙초교) 중학교(동광양중) 고등학교(중마고),A54570110
0,개별난방,-,-,"분무식,독이식",단일계약,20,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",중흥종합건설,2007-03-14,5분이내,-,복도식,국민임대,초등학교(마동초교) 중학교(동광양중) 고등학교(중마고교),A54507001
0,개별난방,-,-,"도포식,분무식",단일계약,176,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",대우산업개발(주),2012-12-10,5분이내,-,계단식,임대+분양,-,A54577001
0,개별난방,-,-,분무식,단일계약,96,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",금광기업,2002-01-05,5~10분이내,-,계단식,분양,"초등학교(마동초교) 중학교(마동중학교, 동광양중학교) 고등학교(중마고등학교, 백운고등학교)",A54507005
0,개별난방,-,-,분무식,단일계약,139,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",(주)덕진건설,2016-09-23,5~10분이내,-,계단식,임대,-,A10027404
0,개별난방,-,-,"도포식,분무식",단일계약,76,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",덕진건설,2016-09-23,5~10분이내,-,계단식,임대,-,A10027405
0,개별난방,-,-,"도포식,분무식",단일계약,54,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",한빛건설(주),2008-08-07,5분이내,-,계단식,임대+분양,초등학교() 중학교() 고등학교(),A54507003
0,개별난방,-,-,"도포식,분무식,독이식",단일계약,53,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",한빛건설(주),2008-10-13,5분이내,-,계단식,분양,초등학교(마동초) 고등학교(중마고),A54507004
0,개별난방,-,-,"도포식,분무식",단일계약,50,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",송보건설,2005-09-21,5~10분이내,-,계단식,분양,"초등학교(마동초교) 중학교(마동중학교, 동광양중학교) 고등학교(백운고등학교, 중마고등학교)",A54507002
0,개별난방,-,-,"도포식,분무식",단일계약,45,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",신원s/w건설,2013-10-11,5~10분이내,-,계단식,임대,초등학교(마동초) 중학교(동광양중) 고등학교(중마고),A54577002
0,개별난방,-,-,분무식,단일계약,103,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",(주)유림E&C,2014-06-02,5분이내,-,계단식,분양,-,A54577003
0,개별난방,-,-,-,종합계약,26,관리사무소,엑스포건설,2018-03-06,5~10분이내,-,복도식,분양,-,A10026237
0,개별난방,-,-,"도포식,분무식",기타,128,"관리사무소, 노인정, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",거양개발,1992-04-03,5분이내,-,복도식,분양,초등학교(가야초등학교) 중학교(광영중학교) 고등학교(광영고등학교),A54508003
0,개별난방,-,-,"분무식,기구부착식",단일계약,70,"관리사무소, 노인정, 어린이놀이터",(주)동광주택,2013-07-31,5~10분이내,-,계단식,임대,초등학교(광영초) 중학교(광영중) 고등학교(광영고),A54575103
0,개별난방,-,-,-,단일계약,110,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",(주)동광주택,2013-07-31,5분이내,-,계단식,임대,초등학교(광영초) 중학교(광영중) 고등학교(광영고),A54575102
0,개별난방,-,-,분무식,단일계약,37,"관리사무소, 자전거보관소",(주)상아주택,1991-01-10,5~10분이내,-,복도식,분양,초등학교(가야초등학교) 중학교(광영중학교),A54508002
0,개별난방,-,-,독이식,종합계약,96,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",현대건설,1991-12-21,5분이내,-,계단식,분양,초등학교(광영초등학교) 중학교(광영중학교) 고등학교(광영고등학교),A54508004
0,개별난방,-,-,"도포식,분무식",단일계약,134,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",이수건설,2010-04-30,5~10분이내,-,혼합식,분양,초등학교(가야초교) 고등학교(광영고),A54575101
0,개별난방,-,-,-,기타,24,"관리사무소, 노인정, 어린이놀이터",현대건설주식회사,1988-03-05,5분이내,-,계단식,분양,초등학교(광영초등학교) 중학교(광영중학교),A54508001
0,개별난방,-,-,-,단일계약,32,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",선미종합건설(주),1995-11-29,10~15분이내,-,계단식,분양,초등학교(태인초교) 중학교(태금중교),A54578201
0,지역난방,-,-,"도포식,분무식",기타,5,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",한일개발,1983-04-12,5~10분이내,-,계단식,분양,초등학교(광양제철초등학교) 중학교(광양제철중학교) 고등학교(광양제철고등학교),A54509004
0,지역난방,-,-,"도포식,분무식",기타,5,-,한일개발,1990-03-26,10~15분이내,-,계단식,분양,초등학교(제철남초등학교) 중학교(제철중교) 고등학교(제철고교),A54509006
0,지역난방,-,-,"도포식,분무식",기타,4,"관리사무소, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소, 기타",한일개발,1988-05-18,5~10분이내,-,계단식,분양,초등학교(광양제철초등학교) 중학교(광양제철중학교) 고등학교(광양제철고등학교),A54509005
0,지역난방,-,-,"도포식,분무식",기타,3,-,한일개발,1988-05-18,5~10분이내,-,계단식,분양,초등학교(광양제철초등학교) 중학교(광양제철중학교) 고등학교(광양제철고등학교),A54509007
0,지역난방,-,-,"도포식,분무식",기타,5,-,한일개발,1988-10-08,10~15분이내,-,계단식,분양,초등학교(제철남초등학교) 중학교(제철중) 고등학교(제철고교),A54509009
0,지역난방,-,-,"도포식,분무식",기타,47,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",한일개발,1991-06-29,5분이내,-,복도식,분양,초등학교(제철남초등학교) 중학교(광양제철중학교) 고등학교(광양제철고등학교),A54509010
0,지역난방,-,-,"도포식,분무식",기타,5,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",한일개발,1985-06-14,5~10분이내,-,계단식,분양,초등학교(제철초교) 중학교(제철중교) 고등학교(제철고교),A54509001
0,지역난방,-,-,"도포식,분무식",기타,3,-,한일개발,1985-09-14,5~10분이내,-,계단식,분양,초등학교(광양제철초등학교) 중학교(광양제철중학교) 고등학교(광양제철고등학교),A54509008
0,지역난방,-,-,"도포식,분무식",기타,3,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",한일개발,1993-04-07,10~15분이내,-,계단식,분양,초등학교(제철남초등학교) 중학교(제철중학교) 고등학교(제철고등학),A54509003
0,개별난방,-,-,분무식,단일계약,87,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",(주)삼호,2008-10-28,5분이내,-,계단식,분양,초등학교(광양칠성초등학교) 고등학교(광양교),A54580104
0,개별난방,-,-,분무식,기타,32,"관리사무소, 노인정, 어린이놀이터",한진주택,1992-02-25,10~15분이내,-,계단식,분양,초등학교(광양칠성초) 중학교(광양중) 고등학교(광양실고),A54580101
0,개별난방,-,-,분무식,단일계약,128,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",덕진종합건설,2013-01-31,5~10분이내,-,계단식,임대+분양,초등학교(광양칠성초교) 중학교(광양여중) 고등학교(광양여고),A54570317
0,개별난방,-,-,"도포식,분무식,기구부착식,독이식",단일계약,60,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",대경건설,2002-10-01,5분이내,-,혼합식,분양,"초등학교(칠성초) 중학교(광양중) 고등학교(광양하이텍고, 광양고) 대학교(한려대, 광양보건대)",A54580109
0,개별난방,-,-,분무식,단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",상아주택,1999-12-21,5~10분이내,5분이내,계단식,분양,초등학교(광양서초교) 중학교(광양여중교) 고등학교(광양여고교),A54580903
0,개별난방,-,-,분무식,단일계약,36,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",대한주택공사,1987-10-14,5~10분이내,-,계단식,분양,초등학교(칠성초교) 중학교(광양여중교) 고등학교(광양여고교),A54570311
0,개별난방,-,-,"도포식,분무식",단일계약,41,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",한국 토지주택공사,1988-11-24,5~10분이내,-,계단식,분양,초등학교(칠성초교) 중학교(광양여중교) 고등학교(광양여고교),A54570308
0,개별난방,-,-,분무식,기타,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대한주택공사,1986-04-12,5분이내,-,계단식,분양,초등학교(광양북초교) 중학교(광양중학교) 고등학교(광양실업고등학교),A54570305
0,개별난방,-,-,"도포식,분무식",단일계약,131,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",남해종합개발,2014-02-25,5~10분이내,-,계단식,임대,초등학교(용강초) 중학교(광양중) 고등학교(광양실고),A54570318
0,개별난방,-,-,"도포식,분무식",단일계약,101,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",한빛건설,2011-05-13,5~10분이내,-,계단식,임대,초등학교(마로초등학교) 중학교(용강중학교),A54570315
0,개별난방,-,-,"도포식,분무식",단일계약,48,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",창덕E&C,2001-09-21,5분이내,-,계단식,임대+분양,초등학교(용강초교) 중학교(용강중학교),A54570313
0,개별난방,-,-,도포식,단일계약,43,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",창덕E&C,2001-11-02,5분이내,-,계단식,임대+분양,초등학교(용강초교) 중학교(용강중학교) 고등학교(광양실업고등학교),A54580112
0,개별난방,-,-,"도포식,분무식",단일계약,40,"관리사무소, 노인정",부영주택흥산(주),1987-05-15,5~10분이내,-,계단식,분양,초등학교(광양서초교) 중학교(광양여중교) 고등학교(광양여고교),A54570307
0,개별난방,-,-,"분무식,독이식",단일계약,9,"관리사무소, 노인정, 어린이놀이터",(주)계원주택건설,1998-09-17,10~15분이내,-,복도식,임대+분양,초등학교(덕례초교),A54570302
0,개별난방,-,-,분무식,종합계약,70,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",흥한에르가(주),2019-06-14,5~10분이내,-,계단식,임대,-,A10025526
0,개별난방,-,-,"분무식,기구설치식",단일계약,94,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설",대림산업(주),1998-11-25,5분이내,-,혼합식,분양,"초등학교(덕례초교) 중학교(광양여중) 고등학교(광양여고) 대학교(한려대, 광양보건대)",A54580210
0,개별난방,-,-,"도포식,분무식",단일계약,93,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",거동건설,2012-12-05,5~10분이내,-,계단식,분양,"초등학교(덕례초등학교) 대학교(한려대, 광양보건대)",A54570316
0,개별난방,-,-,"도포식,분무식",단일계약,48,"관리사무소, 노인정, 어린이놀이터",영신종합건설,2000-12-18,10~15분이내,-,계단식,분양,초등학교(덕례초교),A54570314
0,개별난방,-,-,분무식,기타,55,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",오성산업(주),1992-05-07,10~15분이내,-,계단식,분양,초등학교(덕례초교) 중학교(광양중) 고등학교(광양고) 대학교(한려대),A54570706
0,개별난방,-,-,도포식,단일계약,39,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",신한건설(주),2016-11-15,5분이내,-,복도식,국민임대,초등학교() 중학교() 고등학교(),A10027203
0,개별난방,-,-,-,단일계약,22,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",남영건설,2007-03-19,5~10분이내,-,혼합식,임대,-,A51780001
0,개별난방,-,-,분무식,종합계약,42,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",지브로(주),2015-02-27,10~15분이내,-,계단식,분양,-,A10028089
0,개별난방,-,-,도포식,기타,34,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)청전건설,1992-12-19,10~15분이내,-,계단식,분양,초등학교(담양남초) 중학교(담양중) 고등학교(담양고) 대학교(전남도립대학),A51780601
0,개별난방,-,-,-,종합계약,31,"관리사무소, 노인정, 어린이놀이터",명지건설,1997-11-28,10~15분이내,-,계단식,분양,초등학교(구례북초교),A54280001
0,개별난방,-,-,분무식,단일계약,28,-,산이건설(주),2014-10-23,5~10분이내,-,계단식,분양,-,A54280003
0,개별난방,-,-,도포식,종합계약,16,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",주영주택,2000-09-07,5분이내,-,혼합식,분양,-,A54280002
0,개별난방,-,-,"분무식,기구부착식",단일계약,16,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",흥인건설,1998-10-30,5~10분이내,-,복도식,분양,초등학교(고흥초등학교) 중학교(고흥여중학교) 고등학교(고흥고등학교),A54880201
0,개별난방,-,-,도포식,단일계약,5,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",주)중해건설,2018-01-15,10~15분이내,-,계단식,임대,초등학교() 중학교() 고등학교(),A10025759
0,개별난방,-,-,분무식,단일계약,21,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",삼보건설(주),2013-11-14,10~15분이내,-,계단식,분양,초등학교() 중학교() 고등학교(),A54870101
0,개별난방,-,-,-,단일계약,25,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",신흥토건 주식회사,1996-11-13,5~10분이내,-,복도식,분양,-,A54890501
0,개별난방,-,-,"분무식,기구부착식",단일계약,16,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",대한주택공사,1998-05-26,5~10분이내,-,복도식,분양,초등학교(녹동초교) 중학교(녹동중교),A54890402
0,개별난방,-,-,-,종합계약,68,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",성동종합건설(주),2016-12-05,5분이내,-,계단식,분양,-,A10026538
0,개별난방,-,-,분무식,단일계약,16,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",남도건설,1999-05-19,10~15분이내,-,혼합식,분양,중학교(보성여자중학교) 고등학교(보성제일고교),A54680501
0,개별난방,-,-,"분무식,독이식",단일계약,19,"관리사무소, 노인정, 어린이놀이터, 기타",대풍건설,2003-06-20,15~20분이내,-,혼합식,분양,중학교(보성여중교) 고등학교(보성고교),A54670101
0,개별난방,-,-,도포식,단일계약,15,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",성암토건,2013-10-31,5분이내,10~15분이내,계단식,분양,초등학교() 중학교() 고등학교(),A10026480
0,개별난방,-,-,-,단일계약,13,"관리사무소, 노인정, 어린이놀이터",대풍건설,1999-02-12,5분이내,-,복도식,분양,초등학교(벌교제석초교),A54690101
0,개별난방,-,-,-,단일계약,48,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",남영건설,2014-06-20,15~20분이내,-,복도식,국민임대,-,A54690102
0,개별난방,-,-,독이식,기타,50,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",(주)공간주택,1992-06-12,10~15분이내,-,계단식,분양,초등학교(화순만연초) 중학교(화순중) 고등학교(화순고),A51975106
0,개별난방,-,-,-,단일계약,35,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서라건설,1995-09-06,10~15분이내,-,계단식,분양,초등학교(화순만연초) 중학교(화순중),A51975117
0,개별난방,-,-,독이식,단일계약,67,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",금호건설,1997-12-19,5분이내,-,계단식,분양,초등학교(화순만연초) 고등학교(화순고),A51975109
0,개별난방,-,-,도포식,기타,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",유창건설,1993-12-21,5분이내,20분초과,계단식,분양,초등학교(),A51980602
0,개별난방,-,-,도포식,종합계약,15,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원",(주)부영,1993-11-26,5분이내,-,복도식,임대,초등학교(화순만연초) 고등학교(화순고),A51975110
0,개별난방,-,-,도포식,단일계약,21,"관리사무소, 노인정, 어린이놀이터",(주)부영,1997-12-20,10~15분이내,20분초과,복도식,임대,초등학교(화순만연초) 고등학교(화순고),A51975112
0,개별난방,-,-,독이식,단일계약,40,"관리사무소, 노인정, 문고, 어린이놀이터, 기타",(주)부영,1997-12-31,5분이내,-,복도식,임대,"초등학교(화순만연초등학교) 중학교(화순중,화순제일중) 고등학교(화순고)",A51975115
0,개별난방,-,1호선,"도포식,분무식",단일계약,27,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",(주)부영,1998-10-22,5분이내,15~20분이내,복도식,임대,초등학교(화순만연초) 중학교(화순중) 고등학교(화순고),A51975111
0,개별난방,-,-,"도포식,분무식,독이식",단일계약,23,"보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",세종건설,1997-10-02,15~20분이내,-,혼합식,분양,초등학교(화순만연초) 중학교(화순중) 고등학교(화순고),A51980910
0,개별난방,-,-,도포식,기타,81,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",청전건설,1996-06-28,5분이내,-,계단식,분양,"초등학교(화순만연초, 화순제일초) 중학교(화순중) 고등학교(화순고)",A51975113
0,개별난방,-,-,"도포식,독이식",단일계약,52,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",미륭건설,1992-06-25,5분이내,-,계단식,분양,초등학교(화순제일초) 중학교(화순중) 고등학교(화순고),A51980304
0,개별난방,-,-,독이식,단일계약,40,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",주)유창건설,1995-08-22,5분이내,-,계단식,분양,초등학교(화순제일초) 중학교(화순중) 고등학교(화순고),A51975101
0,개별난방,-,-,-,단일계약,52,-,(주)부영,1995-09-22,5분이내,-,혼합식,임대+분양,초등학교(화순제일초) 중학교(화순중) 고등학교(화순고),A51975108
0,개별난방,-,1호선,독이식,단일계약,74,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",산이건설(주),2016-11-14,5~10분이내,-,계단식,분양,초등학교() 중학교() 고등학교(),A10027201
0,개별난방,-,-,독이식,단일계약,28,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)대광건설,1996-07-27,5분이내,-,복도식,분양,중학교(화순중) 고등학교(화순고),A51975116
0,개별난방,-,-,"도포식,분무식,독이식",단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대광건설,1998-03-11,10~15분이내,-,복도식,분양,중학교(화순제일중) 고등학교(화순고),A51975114
0,개별난방,-,-,독이식,단일계약,80,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",대성베르힐건설(주),2009-09-21,5~10분이내,-,계단식,분양,초등학교(화순초) 중학교(제일중) 고등학교(화순고),A51975118
0,개별난방,-,-,도포식,단일계약,102,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",(주)광신종합건설,2015-11-30,20분초과,20분초과,계단식,임대,초등학교() 중학교() 고등학교(),A10027637
0,개별난방,-,-,독이식,단일계약,44,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",한국종합건설(주),2002-02-28,10~15분이내,20분초과,계단식,분양,중학교(화순제일중) 고등학교(화순고),A51975120
0,개별난방,-,-,도포식,종합계약,15,"관리사무소, 어린이놀이터, 자전거보관소",흥용건설,1999-03-23,5분이내,-,복도식,분양,중학교(화순제일중) 고등학교(화순고),A51975119
0,개별난방,-,-,"도포식,독이식",단일계약,54,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서라건설,1996-05-06,5분이내,-,계단식,분양,"초등학교(오성초등학교) 중학교(화순 중학교, 제일중학교) 고등학교(화순실고)",A51980107
0,개별난방,-,-,독이식,단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",오성산업,1998-10-27,5분이내,-,혼합식,분양,초등학교(오성초) 중학교(화순중) 고등학교(화순여고),A51980205
0,개별난방,-,-,분무식,단일계약,30,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",(주)모아종합건설,2004-09-22,5~10분이내,-,계단식,분양,초등학교(장흥초등학교) 중학교(장흥여중교) 고등학교(장흥고교),A52980201
0,개별난방,-,-,독이식,단일계약,37,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",해동건설(주),2012-04-10,10~15분이내,-,복도식,국민임대,초등학교(장흥초교) 중학교(장흥중교),A52980002
0,개별난방,-,-,-,종합계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",솔뫼종합건설(주),2001-04-27,5~10분이내,-,계단식,분양,초등학교(장흥초교) 중학교(장흥여중교) 고등학교(장흥고교),A52980001
0,개별난방,-,-,도포식,단일계약,55,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",토광건설(주),2017-12-27,15~20분이내,-,계단식,임대,-,A10026392
0,개별난방,-,-,-,종합계약,83,"관리사무소, 노인정, 문고, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",(주)신일,2018-10-23,15~20분이내,20분초과,계단식,분양,"초등학교(장흥초등학교) 중학교(장흥중학교, 장흥여자중학교) 고등학교(장흥고등학교)",A10025717
0,개별난방,-,-,-,단일계약,5,"관리사무소, 노인정",LH공사,2007-09-18,5분이내,20분초과,혼합식,임대+분양,-,A52780002
0,개별난방,-,-,-,단일계약,16,"관리사무소, 어린이놀이터",es건설,2013-02-04,5~10분이내,-,계단식,분양,"초등학교(강진중앙초교) 중학교(강진여중교) 고등학교(강진고교,성요셉여고교)",A52780003
0,개별난방,-,-,-,단일계약,2,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",중흥건설,2001-10-18,10~15분이내,-,계단식,분양,초등학교(계산초교) 중학교(강진중교) 고등학교(강진농고),A52780001
0,개별난방,-,-,도포식,종합계약,64,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",(주)정하종합건설,2019-05-27,5~10분이내,-,계단식,임대,-,A10025567
0,개별난방,-,-,도포식,단일계약,22,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",명지건설,1997-09-05,10~15분이내,-,계단식,분양,초등학교(해남동초등학교),A53680902
0,개별난방,-,-,-,단일계약,120,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",파인건설(주),2019-09-30,10~15분이내,-,계단식,분양,초등학교() 중학교() 고등학교(),A10025247
0,개별난방,-,-,독이식,단일계약,28,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터",진명종합건설주식회사,2014-02-17,10~15분이내,-,복도식,국민임대,초등학교() 중학교() 고등학교(),A53680004
0,개별난방,-,-,독이식,단일계약,73,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",연화산업개발(주),2000-09-08,10~15분이내,-,계단식,분양,초등학교(해남 서초등학교) 중학교(해남제일중학교) 고등학교(해남고),A53680002
0,개별난방,-,-,-,-,0,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",건화건설(주),1996-08-27,10~15분이내,-,복도식,분양,초등학교(해남서초교/해남동초교) 중학교(해남중/해남제일중) 고등학교(해남고/해남제일고/해남공고),A53680303
0,개별난방,-,-,-,단일계약,46,"관리사무소, 노인정, 어린이놀이터",토지주택공사,1999-12-20,10~15분이내,-,복도식,분양,초등학교() 중학교(해남여중) 고등학교(해남고),A53680003
0,개별난방,-,-,-,단일계약,32,-,우진건설,2004-11-18,5분이내,-,계단식,분양,초등학교(해남서초) 중학교(해남여중) 고등학교(해남고),A53680001
0,개별난방,-,-,도포식,종합계약,30,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",일레븐건설,2019-08-07,20분초과,20분초과,계단식,분양,-,A10025191
