기간	컬럼1	컬럼2	성별	구분	구분	구분	구분	구분	구분	구분	구분
2007	중랑구	면목1동	계	5,364	4,907	2,309	2,228	1,799	1,367	1,256	1,312
2007	중랑구	면목1동	남자	2,640	2,413	1,138	1,103	884	660	618	650
2007	중랑구	면목1동	여자	2,724	2,494	1,171	1,125	915	707	638	662
2007	중랑구	면목2동	계	5,255	5,866	1,832	2,303	1,996	1,755	1,427	1,808
2007	중랑구	면목2동	남자	2,704	2,920	940	1,128	1,038	875	726	917
2007	중랑구	면목2동	여자	2,551	2,946	892	1,175	958	880	701	891
2007	중랑구	면목3동	계	3,983	4,056	1,592	1,682	1,387	1,255	1,004	1,119
2007	중랑구	면목3동	남자	1,982	1,990	793	815	701	616	488	559
2007	중랑구	면목3동	여자	2,001	2,066	799	867	686	639	516	560
2007	중랑구	면목4동	계	5,180	4,955	1,150	1,310	2,511	2,125	1,519	1,520
2007	중랑구	면목4동	남자	2,441	2,348	540	633	1,275	989	626	726
2007	중랑구	면목4동	여자	2,739	2,607	610	677	1,236	1,136	893	794
2007	중랑구	면목5동	계	2,881	3,074	1,149	1,294	1,092	938	640	842
2007	중랑구	면목5동	남자	1,470	1,530	584	636	560	476	326	418
2007	중랑구	면목5동	여자	1,411	1,544	565	658	532	462	314	424
2007	중랑구	면목6동	계	3,298	3,498	1,531	1,569	1,002	921	765	1,008
2007	중랑구	면목6동	남자	1,605	1,679	719	772	518	448	368	459
2007	중랑구	면목6동	여자	1,693	1,819	812	797	484	473	397	549
2007	중랑구	면목7동	계	5,430	5,719	1,874	2,008	2,224	2,125	1,332	1,586
2007	중랑구	면목7동	남자	2,636	2,796	890	990	1,108	1,041	638	765
2007	중랑구	면목7동	여자	2,794	2,923	984	1,018	1,116	1,084	694	821
2007	중랑구	면목8동	계	2,781	2,866	1,242	1,304	917	803	622	759
2007	중랑구	면목8동	남자	1,393	1,445	592	640	502	423	299	382
2007	중랑구	면목8동	여자	1,388	1,421	650	664	415	380	323	377
2007	중랑구	상봉1동	계	4,478	4,496	2,013	1,736	1,342	1,305	1,123	1,455
2007	중랑구	상봉1동	남자	2,245	2,203	1,004	838	680	632	561	733
2007	중랑구	상봉1동	여자	2,233	2,293	1,009	898	662	673	562	722
2007	중랑구	상봉2동	계	4,418	4,405	1,719	1,807	1,385	1,235	1,314	1,363
2007	중랑구	상봉2동	남자	2,202	2,165	828	887	686	594	688	684
2007	중랑구	상봉2동	여자	2,216	2,240	891	920	699	641	626	679
2007	중랑구	중화1동	계	4,582	4,620	1,964	1,912	1,603	1,449	1,015	1,259
2007	중랑구	중화1동	남자	2,230	2,266	945	943	788	707	497	616
2007	중랑구	중화1동	여자	2,352	2,354	1,019	969	815	742	518	643
2007	중랑구	중화2동	계	3,921	3,780	1,438	1,398	1,348	1,157	1,135	1,225
2007	중랑구	중화2동	남자	2,030	1,924	732	722	709	591	589	611
2007	중랑구	중화2동	여자	1,891	1,856	706	676	639	566	546	614
2007	중랑구	중화3동	계	3,107	3,287	1,334	1,449	1,069	972	704	866
2007	중랑구	중화3동	남자	1,595	1,663	670	720	550	500	375	443
2007	중랑구	중화3동	여자	1,512	1,624	664	729	519	472	329	423
2007	중랑구	묵1동	계	6,526	6,868	1,807	1,804	3,035	2,705	1,684	2,359
2007	중랑구	묵1동	남자	3,170	3,331	879	882	1,465	1,301	826	1,148
2007	중랑구	묵1동	여자	3,356	3,537	928	922	1,570	1,404	858	1,211
2007	중랑구	묵2동	계	4,027	4,456	1,328	1,462	1,658	1,633	1,041	1,361
2007	중랑구	묵2동	남자	2,068	2,224	661	706	853	820	554	698
2007	중랑구	묵2동	여자	1,959	2,232	667	756	805	813	487	663
2007	중랑구	망우1동	계	5,138	4,904	2,011	1,686	1,359	1,102	1,768	2,116
2007	중랑구	망우1동	남자	2,527	2,456	1,005	861	676	559	846	1,036
2007	중랑구	망우1동	여자	2,611	2,448	1,006	825	683	543	922	1,080
2007	중랑구	망우2동	계	2,418	2,440	1,202	1,184	582	455	634	801
2007	중랑구	망우2동	남자	1,228	1,209	606	575	301	231	321	403
2007	중랑구	망우2동	여자	1,190	1,231	596	609	281	224	313	398
2007	중랑구	망우3동	계	4,353	4,443	2,262	2,090	1,097	989	994	1,364
2007	중랑구	망우3동	남자	2,192	2,210	1,131	1,029	561	486	500	695
2007	중랑구	망우3동	여자	2,161	2,233	1,131	1,061	536	503	494	669
2007	중랑구	신내1동	계	5,530	5,122	2,582	1,955	1,635	1,450	1,313	1,717
2007	중랑구	신내1동	남자	2,649	2,503	1,234	942	769	728	646	833
2007	중랑구	신내1동	여자	2,881	2,619	1,348	1,013	866	722	667	884
2007	중랑구	신내2동	계	4,261	4,834	1,488	1,646	1,575	1,703	1,198	1,485
2007	중랑구	신내2동	남자	2,091	2,353	729	798	782	838	580	717
2007	중랑구	신내2동	여자	2,170	2,481	759	848	793	865	618	768
2007	성북구	소계	계	96,820	102,420	33,264	33,264	39,826	43,152	23,730	26,004
2007	성북구	소계	남자	47,738	50,526	16,108	16,108	19,925	21,309	11,705	13,109
2007	성북구	소계	여자	49,082	51,894	17,156	17,156	19,901	21,843	12,025	12,895
2007	성북구	돈암1동	계	3,201	3,311	1,287	1,078	1,185	1,341	729	892
2007	성북구	돈암1동	남자	1,517	1,587	600	508	567	639	350	440
2007	성북구	돈암1동	여자	1,684	1,724	687	570	618	702	379	452
2007	성북구	돈암2동	계	4,083	3,762	1,633	1,633	1,627	1,290	823	839
2007	성북구	돈암2동	남자	1,933	1,747	751	756	803	584	379	407
2007	성북구	돈암2동	여자	2,150	2,015	882	877	824	706	444	432
2007	성북구	안암동	계	4,262	4,517	886	1,156	1,635	1,918	1,741	1,443
2007	성북구	안암동	남자	2,233	2,374	424	598	849	974	960	802
2007	성북구	안암동	여자	2,029	2,143	462	558	786	944	781	641
2007	성북구	보문동	계	3,157	3,505	742	940	1,584	1,641	831	924
2007	성북구	보문동	남자	1,609	1,747	361	464	834	792	414	491
2007	성북구	보문동	여자	1,548	1,758	381	476	750	849	417	433
2007	성북구	정릉1동	계	4,050	5,323	1,904	2,405	1,372	1,908	774	1,010
2007	성북구	정릉1동	남자	1,974	2,586	924	1,117	678	971	372	498
2007	성북구	정릉1동	여자	2,076	2,737	980	1,288	694	937	402	512
2007	성북구	정릉2동	계	4,911	4,958	2,402	1,852	1,521	1,729	988	1,377
2007	성북구	정릉2동	남자	2,391	2,367	1,152	885	759	824	480	658
2007	성북구	정릉2동	여자	2,520	2,591	1,250	967	762	905	508	719
2007	성북구	정릉3동	계	3,728	3,705	1,081	1,013	1,285	1,445	1,362	1,247
2007	성북구	정릉3동	남자	1,977	1,994	521	516	690	756	766	722
2007	성북구	정릉3동	여자	1,751	1,711	560	497	595	689	596	525
2007	성북구	정릉4동	계	5,027	4,755	1,679	1,308	2,102	1,935	1,246	1,512
2007	성북구	정릉4동	남자	2,494	2,329	833	616	1,058	967	603	746
2007	성북구	정릉4동	여자	2,533	2,426	846	692	1,044	968	643	766
2007	성북구	길음1동	계	6,437	10,225	1,760	3,436	3,201	4,913	1,476	1,876
2007	성북구	길음1동	남자	3,104	5,104	851	1,721	1,577	2,446	676	937
2007	성북구	길음1동	여자	3,333	5,121	909	1,715	1,624	2,467	800	939
2007	성북구	길음2동	계	3,574	3,739	1,057	783	1,680	1,962	837	994
2007	성북구	길음2동	남자	1,754	1,806	511	363	823	952	420	491
2007	성북구	길음2동	여자	1,820	1,933	546	420	857	1,010	417	503
2007	성북구	월곡1동	계	5,805	5,490	1,967	1,814	2,601	2,259	1,237	1,417
2007	성북구	월곡1동	남자	2,835	2,732	972	909	1,280	1,112	583	711
2007	성북구	월곡1동	여자	2,970	2,758	995	905	1,321	1,147	654	706
2007	성북구	월곡2동	계	5,667	3,782	2,248	1,275	2,239	1,466	1,180	1,041
2007	성북구	월곡2동	남자	2,782	1,827	1,123	616	1,128	707	531	504
2007	성북구	월곡2동	여자	2,885	1,955	1,125	659	1,111	759	649	537
2007	성북구	장위1동	계	5,113	5,330	1,747	1,395	2,207	2,448	1,159	1,487
2007	성북구	장위1동	남자	2,506	2,581	851	684	1,097	1,175	558	722
2007	성북구	장위1동	여자	2,607	2,749	896	711	1,110	1,273	601	765
2007	성북구	장위2동	계	4,202	4,233	1,593	1,434	1,608	1,690	1,001	1,109
2007	성북구	장위2동	남자	2,084	2,091	777	700	819	822	488	569
2007	성북구	장위2동	여자	2,118	2,142	816	734	789	868	513	540
2007	성북구	장위3동	계	3,476	3,330	1,002	787	1,665	1,660	809	883
2007	성북구	장위3동	남자	1,791	1,707	519	381	853	873	419	453
2007	성북구	장위3동	여자	1,685	1,623	483	406	812	787	390	430
2007	성북구	성북동	계	5,832	6,096	2,222	2,354	2,327	2,413	1,283	1,329
2007	성북구	성북동	남자	2,726	2,902	991	1,077	1,126	1,182	609	643
2007	성북구	성북동	여자	3,106	3,194	1,231	1,277	1,201	1,231	674	686
2007	성북구	삼선동	계	6,757	5,544	2,462	1,924	2,799	2,204	1,496	1,416
2007	성북구	삼선동	남자	3,353	2,779	1,194	947	1,406	1,109	753	723
2007	성북구	삼선동	여자	3,404	2,765	1,268	977	1,393	1,095	743	693
2007	성북구	동선동	계	4,160	4,509	1,616	1,858	1,271	1,582	1,273	1,069
2007	성북구	동선동	남자	1,929	2,055	766	825	617	729	546	501
2007	성북구	동선동	여자	2,231	2,454	850	1,033	654	853	727	568
2007	성북구	종암동	계	6,827	8,956	2,246	3,191	2,834	3,646	1,747	2,119
2007	성북구	종암동	남자	3,460	4,519	1,143	1,615	1,406	1,845	911	1,059
2007	성북구	종암동	여자	3,367	4,437	1,103	1,576	1,428	1,801	836	1,060
2007	성북구	석관동	계	6,551	7,350	1,730	1,628	3,083	3,702	1,738	2,020
2007	성북구	석관동	남자	3,286	3,692	844	810	1,555	1,850	887	1,032
2007	성북구	석관동	여자	3,265	3,658	886	818	1,528	1,852	851	988
2007	강북구	소계	계	69,503	74,648	25,215	25,215	29,198	30,264	15,090	19,169
2007	강북구	소계	남자	34,129	36,713	12,525	12,525	14,253	14,762	7,351	9,426
2007	강북구	소계	여자	35,374	37,935	12,690	12,690	14,945	15,502	7,739	9,743
2007	강북구	미아1동	계	3,256	3,512	1,256	1,350	1,306	1,294	694	868
2007	강북구	미아1동	남자	1,604	1,739	633	667	641	642	330	430
2007	강북구	미아1동	여자	1,652	1,773	623	683	665	652	364	438
2007	강북구	미아2동	계	4,819	3,546	2,235	1,402	1,801	1,274	783	870
2007	강북구	미아2동	남자	2,388	1,783	1,115	720	880	646	393	417
2007	강북구	미아2동	여자	2,431	1,763	1,120	682	921	628	390	453
2007	강북구	미아3동	계	5,584	5,692	2,290	2,093	2,209	2,163	1,085	1,436
2007	강북구	미아3동	남자	2,813	2,882	1,155	1,085	1,112	1,086	546	711
2007	강북구	미아3동	여자	2,771	2,810	1,135	1,008	1,097	1,077	539	725
2007	강북구	미아4동	계	3,546	3,891	846	954	1,840	1,919	860	1,018
2007	강북구	미아4동	남자	1,685	1,888	417	476	849	927	419	485
2007	강북구	미아4동	여자	1,861	2,003	429	478	991	992	441	533
2007	강북구	미아5동	계	3,457	3,306	1,291	1,070	1,406	1,398	760	838
2007	강북구	미아5동	남자	1,644	1,601	628	538	670	648	346	415
2007	강북구	미아5동	여자	1,813	1,705	663	532	736	750	414	423
2007	강북구	미아6.7동	계	4,139	8,033	894	3,455	2,142	3,017	1,103	1,561
2007	강북구	미아6.7동	남자	2,026	4,005	433	1,734	1,056	1,512	537	759
2007	강북구	미아6.7동	여자	2,113	4,028	461	1,721	1,086	1,505	566	802
2007	강북구	미아8동	계	3,569	3,788	1,761	1,718	1,131	1,222	677	848
2007	강북구	미아8동	남자	1,766	1,901	882	848	552	614	332	439
2007	강북구	미아8동	여자	1,803	1,887	879	870	579	608	345	409
2007	강북구	미아9동	계	3,557	3,775	1,432	1,298	1,420	1,487	705	990
2007	강북구	미아9동	남자	1,699	1,853	691	642	663	700	345	511
2007	강북구	미아9동	여자	1,858	1,922	741	656	757	787	360	479
2007	강북구	번1동	계	4,471	4,824	1,229	1,175	2,111	2,222	1,131	1,427
2007	강북구	번1동	남자	2,182	2,367	618	590	1,029	1,072	535	705
2007	강북구	번1동	여자	2,289	2,457	611	585	1,082	1,150	596	722
2007	강북구	번2동	계	3,775	3,940	1,293	1,238	1,592	1,589	890	1,113
2007	강북구	번2동	남자	1,855	1,987	641	618	772	802	442	567
2007	강북구	번2동	여자	1,920	1,953	652	620	820	787	448	546
2007	강북구	번3동	계	3,008	3,334	725	692	1,569	1,673	714	969
2007	강북구	번3동	남자	1,454	1,548	358	330	749	778	347	440
2007	강북구	번3동	여자	1,554	1,786	367	362	820	895	367	529
2007	강북구	수유1동	계	4,967	4,891	2,093	1,861	1,847	1,771	1,027	1,259
2007	강북구	수유1동	남자	2,523	2,424	1,072	900	942	888	509	636
2007	강북구	수유1동	여자	2,444	2,467	1,021	961	905	883	518	623
2007	강북구	수유2동	계	4,296	4,554	1,571	1,353	1,793	2,021	932	1,180
2007	강북구	수유2동	남자	2,108	2,208	777	660	863	968	468	580
2007	강북구	수유2동	여자	2,188	2,346	794	693	930	1,053	464	600
2007	강북구	수유3동	계	5,653	5,614	1,950	1,745	2,418	2,432	1,285	1,437
2007	강북구	수유3동	남자	2,730	2,739	942	848	1,191	1,183	597	708
2007	강북구	수유3동	여자	2,923	2,875	1,008	897	1,227	1,249	688	729
2007	강북구	수유4동	계	4,608	4,764	1,509	1,157	2,113	2,213	986	1,394
2007	강북구	수유4동	남자	2,268	2,296	756	578	1,028	1,038	484	680
2007	강북구	수유4동	여자	2,340	2,468	753	579	1,085	1,175	502	714
2007	강북구	수유5동	계	3,814	3,906	1,634	1,431	1,351	1,372	829	1,103
2007	강북구	수유5동	남자	1,901	1,900	808	698	678	669	415	533
2007	강북구	수유5동	여자	1,913	2,006	826	733	673	703	414	570
2007	강북구	수유6동	계	2,984	3,278	1,206	1,223	1,149	1,197	629	858
2007	강북구	수유6동	남자	1,483	1,592	599	593	578	589	306	410
2007	강북구	수유6동	여자	1,501	1,686	607	630	571	608	323	448
2007	도봉구	소계	계	72,973	76,208	23,844	23,844	30,824	28,843	18,305	23,521
2007	도봉구	소계	남자	35,580	37,445	11,605	11,605	15,172	14,153	8,803	11,687
2007	도봉구	소계	여자	37,393	38,763	12,239	12,239	15,652	14,690	9,502	11,834
2007	도봉구	쌍문1동	계	4,996	4,568	1,076	1,017	2,748	2,218	1,172	1,333
2007	도봉구	쌍문1동	남자	2,399	2,207	516	491	1,333	1,054	550	662
2007	도봉구	쌍문1동	여자	2,597	2,361	560	526	1,415	1,164	622	671
2007	도봉구	쌍문2동	계	4,647	4,907	1,946	1,964	1,718	1,521	983	1,422
2007	도봉구	쌍문2동	남자	2,246	2,357	916	913	837	726	493	718
2007	도봉구	쌍문2동	여자	2,401	2,550	1,030	1,051	881	795	490	704
2007	도봉구	쌍문3동	계	4,532	4,381	1,347	1,524	2,190	1,642	995	1,215
2007	도봉구	쌍문3동	남자	2,201	2,128	656	743	1,066	781	479	604
2007	도봉구	쌍문3동	여자	2,331	2,253	691	781	1,124	861	516	611
2007	도봉구	쌍문4동	계	4,180	4,242	1,837	1,730	1,414	1,445	929	1,067
2007	도봉구	쌍문4동	남자	1,936	2,034	873	816	661	696	402	522
2007	도봉구	쌍문4동	여자	2,244	2,208	964	914	753	749	527	545
2007	도봉구	방학1동	계	6,484	6,984	2,473	2,546	2,377	2,411	1,634	2,027
2007	도봉구	방학1동	남자	3,164	3,475	1,227	1,259	1,142	1,191	795	1,025
2007	도봉구	방학1동	여자	3,320	3,509	1,246	1,287	1,235	1,220	839	1,002
2007	도봉구	방학2동	계	5,292	5,266	2,162	2,061	1,796	1,504	1,334	1,701
2007	도봉구	방학2동	남자	2,682	2,577	1,093	1,017	907	738	682	822
2007	도봉구	방학2동	여자	2,610	2,689	1,069	1,044	889	766	652	879
2007	도봉구	방학3동	계	3,591	3,955	1,506	1,677	1,357	1,196	728	1,082
2007	도봉구	방학3동	남자	1,754	1,942	739	797	674	601	341	544
2007	도봉구	방학3동	여자	1,837	2,013	767	880	683	595	387	538
2007	도봉구	방학4동	계	2,235	2,385	1,003	905	816	988	416	492
2007	도봉구	방학4동	남자	1,056	1,168	466	423	397	507	193	238
2007	도봉구	방학4동	여자	1,179	1,217	537	482	419	481	223	254
2007	도봉구	창1동	계	5,423	6,022	1,613	1,927	2,380	2,383	1,430	1,712
2007	도봉구	창1동	남자	2,588	2,875	783	916	1,146	1,132	659	827
2007	도봉구	창1동	여자	2,835	3,147	830	1,011	1,234	1,251	771	885
2007	도봉구	창2동	계	6,348	6,612	1,864	1,875	2,956	2,763	1,528	1,974
2007	도봉구	창2동	남자	3,109	3,311	898	962	1,466	1,360	745	989
2007	도봉구	창2동	여자	3,239	3,301	966	913	1,490	1,403	783	985
2007	도봉구	창3동	계	3,440	3,629	955	922	1,759	1,679	726	1,028
2007	도봉구	창3동	남자	1,737	1,820	478	447	917	852	342	521
2007	도봉구	창3동	여자	1,703	1,809	477	475	842	827	384	507
2007	도봉구	창4동	계	4,915	5,440	1,040	1,054	2,348	2,599	1,527	1,787
2007	도봉구	창4동	남자	2,350	2,697	478	515	1,138	1,308	734	874
2007	도봉구	창4동	여자	2,565	2,743	562	539	1,210	1,291	793	913
2007	도봉구	창5동	계	5,743	5,505	2,001	1,455	2,359	2,210	1,383	1,840
2007	도봉구	창5동	남자	2,769	2,714	977	715	1,151	1,107	641	892
2007	도봉구	창5동	여자	2,974	2,791	1,024	740	1,208	1,103	742	948
2007	도봉구	도봉1동	계	5,215	5,789	1,579	1,652	2,033	1,753	1,603	2,384
2007	도봉구	도봉1동	남자	2,648	2,918	793	829	1,047	876	808	1,213
2007	도봉구	도봉1동	여자	2,567	2,871	786	823	986	877	795	1,171
2007	도봉구	도봉2동	계	5,932	6,523	1,442	1,535	2,573	2,531	1,917	2,457
2007	도봉구	도봉2동	남자	2,941	3,222	712	762	1,290	1,224	939	1,236
2007	도봉구	도봉2동	여자	2,991	3,301	730	773	1,283	1,307	978	1,221
2007	노원구	소계	계	112,976	117,901	38,296	38,296	42,904	41,814	31,776	37,791
2007	노원구	소계	남자	54,360	57,415	18,409	18,409	20,868	20,499	15,083	18,507
2007	노원구	소계	여자	58,616	60,486	19,887	19,887	22,036	21,315	16,693	19,284
2007	노원구	월계1동	계	3,395	3,566	819	904	1,604	1,580	972	1,082
2007	노원구	월계1동	남자	1,695	1,779	401	449	803	779	491	551
2007	노원구	월계1동	여자	1,700	1,787	418	455	801	801	481	531
2007	노원구	월계2동	계	5,645	4,074	1,262	735	3,154	2,134	1,229	1,205
2007	노원구	월계2동	남자	2,758	2,037	629	358	1,552	1,068	577	611
2007	노원구	월계2동	여자	2,887	2,037	633	377	1,602	1,066	652	594
2007	노원구	월계3동	계	4,397	4,748	1,053	1,213	2,143	2,013	1,201	1,522
2007	노원구	월계3동	남자	2,118	2,379	514	621	1,033	1,012	571	746
2007	노원구	월계3동	여자	2,279	2,369	539	592	1,110	1,001	630	776
2007	노원구	월계4동	계	3,718	3,961	812	988	1,797	1,801	1,109	1,172
2007	노원구	월계4동	남자	1,891	2,003	407	487	916	914	568	602
2007	노원구	월계4동	여자	1,827	1,958	405	501	881	887	541	570
2007	노원구	공릉1동	계	4,478	4,937	1,450	1,559	1,842	1,868	1,186	1,510
2007	노원구	공릉1동	남자	2,193	2,469	693	760	908	946	592	763
2007	노원구	공릉1동	여자	2,285	2,468	757	799	934	922	594	747
2007	노원구	공릉2동	계	8,148	9,197	1,945	2,035	3,144	3,341	3,059	3,821
2007	노원구	공릉2동	남자	3,913	4,563	982	1,006	1,516	1,662	1,415	1,895
2007	노원구	공릉2동	여자	4,235	4,634	963	1,029	1,628	1,679	1,644	1,926
2007	노원구	공릉3동	계	4,049	4,406	1,380	1,403	1,630	1,655	1,039	1,348
2007	노원구	공릉3동	남자	2,001	2,154	672	664	816	837	513	653
2007	노원구	공릉3동	여자	2,048	2,252	708	739	814	818	526	695
2007	노원구	하계1동	계	5,116	5,436	1,806	1,941	1,987	2,065	1,323	1,430
2007	노원구	하계1동	남자	2,512	2,645	890	934	975	1,007	647	704
2007	노원구	하계1동	여자	2,604	2,791	916	1,007	1,012	1,058	676	726
2007	노원구	하계2동	계	4,003	4,243	1,380	1,371	1,545	1,548	1,078	1,324
2007	노원구	하계2동	남자	1,876	2,041	676	662	722	726	478	653
2007	노원구	하계2동	여자	2,127	2,202	704	709	823	822	600	671
2007	노원구	중계본동	계	5,256	5,267	2,077	1,812	1,765	1,805	1,414	1,650
2007	노원구	중계본동	남자	2,552	2,521	998	854	872	878	682	789
2007	노원구	중계본동	여자	2,704	2,746	1,079	958	893	927	732	861
2007	노원구	중계1동	계	5,757	5,739	2,332	2,353	1,905	1,962	1,520	1,424
2007	노원구	중계1동	남자	2,725	2,781	1,117	1,135	895	973	713	673
2007	노원구	중계1동	여자	3,032	2,958	1,215	1,218	1,010	989	807	751
2007	노원구	중계2동	계	3,693	3,769	1,269	1,297	1,400	1,303	1,024	1,169
2007	노원구	중계2동	남자	1,753	1,788	596	613	669	619	488	556
2007	노원구	중계2동	여자	1,940	1,981	673	684	731	684	536	613
2007	노원구	중계3동	계	3,310	3,683	973	1,155	1,461	1,388	876	1,140
2007	노원구	중계3동	남자	1,537	1,727	448	522	690	675	399	530
2007	노원구	중계3동	여자	1,773	1,956	525	633	771	713	477	610
2007	노원구	중계4동	계	4,410	4,663	1,839	1,919	1,388	1,349	1,183	1,395
2007	노원구	중계4동	남자	2,131	2,294	886	927	676	670	569	697
2007	노원구	중계4동	여자	2,279	2,369	953	992	712	679	614	698
2007	노원구	상계1동	계	6,680	7,205	2,056	1,757	2,501	2,683	2,123	2,765
2007	노원구	상계1동	남자	3,241	3,514	979	856	1,231	1,318	1,031	1,340
2007	노원구	상계1동	여자	3,439	3,691	1,077	901	1,270	1,365	1,092	1,425
2007	노원구	상계2동	계	5,005	5,301	2,499	2,192	1,255	1,699	1,251	1,410
2007	노원구	상계2동	남자	2,392	2,556	1,173	1,015	604	819	615	722
2007	노원구	상계2동	여자	2,613	2,745	1,326	1,177	651	880	636	688
2007	노원구	상계3동	계	4,711	4,951	2,161	1,910	1,325	1,423	1,225	1,618
2007	노원구	상계3동	남자	2,362	2,428	1,090	910	649	707	623	811
2007	노원구	상계3동	여자	2,349	2,523	1,071	1,000	676	716	602	807
2007	노원구	상계4동	계	2,772	2,571	1,113	847	905	770	754	954
2007	노원구	상계4동	남자	1,391	1,271	565	418	449	380	377	473
2007	노원구	상계4동	여자	1,381	1,300	548	429	456	390	377	481
2007	노원구	상계5동	계	5,051	5,260	2,363	2,221	1,384	1,409	1,304	1,630
2007	노원구	상계5동	남자	2,419	2,536	1,123	1,036	698	703	598	797
2007	노원구	상계5동	여자	2,632	2,724	1,240	1,185	686	706	706	833
2007	노원구	상계6동	계	3,932	4,247	1,158	1,335	1,542	1,513	1,232	1,399
2007	노원구	상계6동	남자	1,835	2,044	522	648	750	724	563	672
2007	노원구	상계6동	여자	2,097	2,203	636	687	792	789	669	727
2007	노원구	상계7동	계	3,757	4,001	1,362	1,515	1,309	1,353	1,086	1,133
2007	노원구	상계7동	남자	1,698	1,818	592	678	616	617	490	523
2007	노원구	상계7동	여자	2,059	2,183	770	837	693	736	596	610
2007	노원구	상계8동	계	6,295	6,517	1,501	2,178	2,792	1,974	2,002	2,365
2007	노원구	상계8동	남자	2,922	3,140	698	1,079	1,339	960	885	1,101
2007	노원구	상계8동	여자	3,373	3,377	803	1,099	1,453	1,014	1,117	1,264
2007	노원구	상계9동	계	4,951	5,361	2,024	2,039	1,583	1,579	1,344	1,743
2007	노원구	상계9동	남자	2,380	2,636	990	997	754	761	636	878
2007	노원구	상계9동	여자	2,571	2,725	1,034	1,042	829	818	708	865
2007	노원구	상계10동	계	4,447	4,798	1,662	1,617	1,543	1,599	1,242	1,582
2007	노원구	상계10동	남자	2,065	2,291	768	780	735	744	562	767
2007	노원구	상계10동	여자	2,382	2,507	894	837	808	855	680	815
2007	은평구	소계	계	91,445	99,418	39,284	39,284	25,953	27,383	26,208	32,751
2007	은평구	소계	남자	44,641	48,739	19,242	19,242	12,790	13,427	12,609	16,070
2007	은평구	소계	여자	46,804	50,679	20,042	20,042	13,163	13,956	13,599	16,681
2007	은평구	녹번동	계	7,394	7,513	2,684	2,574	2,355	2,439	2,355	2,500
2007	은평구	녹번동	남자	3,554	3,646	1,313	1,260	1,144	1,198	1,097	1,188
2007	은평구	녹번동	여자	3,840	3,867	1,371	1,314	1,211	1,241	1,258	1,312
2007	은평구	불광1동	계	4,010	6,612	1,509	2,742	1,200	1,816	1,301	2,054
2007	은평구	불광1동	남자	1,909	3,215	707	1,341	578	880	624	994
2007	은평구	불광1동	여자	2,101	3,397	802	1,401	622	936	677	1,060
2007	은평구	불광2동	계	4,068	4,609	1,972	2,139	873	1,024	1,223	1,446
2007	은평구	불광2동	남자	1,948	2,278	941	1,070	428	490	579	718
2007	은평구	불광2동	여자	2,120	2,331	1,031	1,069	445	534	644	728
2007	은평구	불광3동	계	4,613	4,697	1,967	1,759	1,049	1,114	1,597	1,824
2007	은평구	불광3동	남자	2,273	2,338	987	880	538	552	748	906
2007	은평구	불광3동	여자	2,340	2,359	980	879	511	562	849	918
2007	은평구	갈현1동	계	5,128	5,377	2,129	1,881	1,171	1,313	1,828	2,183
2007	은평구	갈현1동	남자	2,503	2,580	1,057	916	562	600	884	1,064
2007	은평구	갈현1동	여자	2,625	2,797	1,072	965	609	713	944	1,119
2007	은평구	갈현2동	계	5,930	6,023	2,916	2,468	1,321	1,399	1,693	2,156
2007	은평구	갈현2동	남자	2,883	2,925	1,403	1,226	658	682	822	1,017
2007	은평구	갈현2동	여자	3,047	3,098	1,513	1,242	663	717	871	1,139
2007	은평구	구산동	계	6,651	6,684	3,244	2,718	1,552	1,676	1,855	2,290
2007	은평구	구산동	남자	3,405	3,395	1,570	1,322	880	881	955	1,192
2007	은평구	구산동	여자	3,246	3,289	1,674	1,396	672	795	900	1,098
2007	은평구	대조동	계	6,320	6,641	2,865	2,720	1,522	1,628	1,933	2,293
2007	은평구	대조동	남자	3,077	3,250	1,417	1,318	731	816	929	1,116
2007	은평구	대조동	여자	3,243	3,391	1,448	1,402	791	812	1,004	1,177
2007	은평구	응암1동	계	7,134	6,897	3,002	2,600	2,178	2,083	1,954	2,214
2007	은평구	응암1동	남자	3,476	3,341	1,480	1,242	1,047	1,029	949	1,070
2007	은평구	응암1동	여자	3,658	3,556	1,522	1,358	1,131	1,054	1,005	1,144
2007	은평구	응암2동	계	3,079	3,905	1,259	1,478	1,035	1,316	785	1,111
2007	은평구	응암2동	남자	1,497	1,918	606	739	503	638	388	541
2007	은평구	응암2동	여자	1,582	1,987	653	739	532	678	397	570
2007	은평구	응암3동	계	4,092	4,214	1,941	1,745	1,186	1,272	965	1,197
2007	은평구	응암3동	남자	2,047	2,053	967	831	592	626	488	596
2007	은평구	응암3동	여자	2,045	2,161	974	914	594	646	477	601
2007	은평구	응암4동	계	3,387	3,728	1,144	1,276	1,377	1,371	866	1,081
2007	은평구	응암4동	남자	1,638	1,787	548	616	671	647	419	524
2007	은평구	응암4동	여자	1,749	1,941	596	660	706	724	447	557
2007	은평구	역촌1동	계	5,766	5,879	3,042	2,764	1,343	1,320	1,381	1,795
2007	은평구	역촌1동	남자	2,748	2,806	1,433	1,309	649	632	666	865
2007	은평구	역촌1동	여자	3,018	3,073	1,609	1,455	694	688	715	930
2007	은평구	역촌2동	계	5,039	5,229	2,787	2,413	1,128	1,225	1,124	1,591
2007	은평구	역촌2동	남자	2,416	2,540	1,347	1,182	546	572	523	786
