주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
372-2-000008,북면사무소(광장) 공영주차장,공영,노외,경상북도 울진군 북면 부구3길12,,25,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.104865,129.373090,2019-09-25,5250000,경상북도 울진군,
372-2-000009,흥부시장 공영주차장,공영,노외,경상북도 울진군 북면 부구3길12,,42,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.104865,129.373090,2019-09-25,5250000,경상북도 울진군,
372-2-000010,부구천변  공영주차장,공영,노외,경상북도 울진군 북면 부구3길12,,20,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.104865,129.373090,2019-09-25,5250000,경상북도 울진군,
372-2-000011,나곡해수욕장 공영주차장,공영,노외,경상북도 울진군 북면 나실길24,,46,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.126378,129.370373,2019-09-25,5250000,경상북도 울진군,
372-2-000012,망양해수욕장 공영주차장,공영,노외,경상북도 울진군 기성면 망양1길 7,,134,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.842865,129.433750,2019-09-25,5250000,경상북도 울진군,
372-2-000013,근남농협앞 공영주차장,공영,노외,경상북도 울진군 근남면 망양정로1177,,11,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.963937,129.398402,2019-09-25,5250000,경상북도 울진군,
372-2-000014,민물고기연구센터 공영주차장,공영,노외,경상북도 울진군 근남면 불영계곡로 3532,,80,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.966554,129.380989,2019-09-25,5250000,경상북도 울진군,
372-2-000015,엑스포공원 공영주차장,공영,노외,경상북도 울진군 근남면 친환경엑스포로 25,,42,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.968686,129.401084,2019-09-25,5250000,경상북도 울진군,
372-2-000016,성류굴 공영주차장,공영,노외,경상북도 울진군 근남면 성류굴로 225,,138,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.955937,129.379104,2019-09-25,5250000,경상북도 울진군,
372-2-000017,성류굴종합운동장 공영주차장,공영,노외,경상북도 울진군 근남면 구산수곡길717,,563,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.958278,129.374835,2019-09-25,5250000,경상북도 울진군,
372-2-000018,근남농협 왕피천변 공영주차장,공영,노외,경상북도 울진군 근남면 망양정로1177,,70,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.963937,129.398402,2019-09-25,5250000,경상북도 울진군,
372-2-000019,남사고유적지 공영주차장,공영,노외,경상북도 울진군 근남면 누금길14-13,,75,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.956548,129.3594840485,2019-09-25,5250000,경상북도 울진군,
372-2-000020,구산해수욕장 공영주차장,공영,노외,경상북도 울진군 기성면 기성로 108,,152,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.753325,129.467459,2019-09-25,5250000,경상북도 울진군,
372-2-000021,망양해수욕장 공영주차장,공영,노외,,경상북도 울진군 기성면 망양리 140-1,118,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.8436113640,129.432896,2019-09-25,5250000,경상북도 울진군,
372-2-000022,기성터미널옆 공영주차장,공영,노외,경상북도 울진군 기성면 척산3길 11,,36,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.798431,129.452645,2019-09-25,5250000,경상북도 울진군,
372-2-000023,기성복지회관옆  공영주차장,공영,노외,경상북도 울진군 기성면 척산3길 11,,7,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.798431,129.452645,2019-09-25,5250000,경상북도 울진군,
372-2-000024,온정면사무소 광장 공영주차장,공영,노외,경상북도 울진군 온정면 소태로 23,,94,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.723850,129.345004,2019-09-25,5250000,경상북도 울진군,
372-2-000025,백암온천 광장  공영주차장,공영,노외,경상북도 울진군 온정면 온천로 46,,58,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.720385,129.339259,2019-09-25,5250000,경상북도 울진군,
372-2-000026,후정해수욕장 공영주차장,공영,노외,경상북도 울진군 죽변면 울진북로1138,,97,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.040459,129.413916,2019-09-25,5250000,경상북도 울진군,
372-2-000027,봉평해수욕장 공영주차장,공영,노외,경상북도 울진군 죽변면 울진북로1166,,47,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.042917,129.413005,2019-09-25,5250000,경상북도 울진군,
372-2-000028,봉평신라비 홍보관 공영주차장,공영,노외,경상북도 울진군 죽변면 봉화길 15,,104,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.043701,129.409344,2019-09-25,5250000,경상북도 울진군,
372-2-000029,죽변전통시장 공영주차장,공영,노외,경상북도 울진군 죽변면 죽변중앙로 159,,38,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.059607,129.421699,2019-09-25,5250000,경상북도 울진군,
372-2-000030,죽변2리  공영주차장,공영,노외,경상북도 울진군 죽변면 죽변중앙로 159,,24,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.059607,129.421699,2019-09-25,5250000,경상북도 울진군,
372-2-000031,죽변1리(죽변농협뒤)공영주차장,공영,노외,경상북도 울진군 죽변면 죽변북로16,경상북도 울진군 죽변면 죽변리 326-2,50,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.060707,129.421316,2019-09-25,5250000,경상북도 울진군,
372-2-000032,후포한마음광장 공영주차장,공영,노외,경상북도 울진군 후포면 울진대게로 63,,198,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.678370,129.446960,2019-09-25,5250000,경상북도 울진군,
372-2-000033,후포여객선터미널 공영주차장,공영,노외,경상북도 울진군 후포면 울진대게로 236-3,,124,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.678764,129.462945,2019-09-25,5250000,경상북도 울진군,
372-2-000034,금음4리 해안 공영주차장,공영,노외,경상북도 울진군 후포면 옥동길 36,,35,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.644830,129.423042,2019-09-25,5250000,경상북도 울진군,
372-2-000035,후포생활체육공원 공영주차장,공영,노외,경상북도 울진군 후포면 후포삼칠길 233,,79,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.689444,129.457410,2019-09-25,5250000,경상북도 울진군,
372-2-000036,후포6리 공영주차장,공영,노외,경상북도 울진군 후포면 울진대게로324,,30,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.685541,129.464409,2019-09-25,5250000,경상북도 울진군,
372-2-000037,후포7리 동회관 공영주차장,공영,노외,경상북도 울진군 후포면 후포7길 63,,30,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.686230,129.460368,2019-09-25,5250000,경상북도 울진군,
372-2-000038,후포1리 공영주차장,공영,노외,경상북도 울진군 후포면 울진대게로132-12,,36,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.681306,129.454699,2019-09-25,5250000,경상북도 울진군,
372-2-000039,임광아파트 공영주차장,공영,노외,경상북도 울진군 후포면 상밤터1길 40,경상북도 울진군 후포면 삼율리 530-57,12,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.684397,129.440740,2019-09-25,5250000,경상북도 울진군,
372-2-000042,후포5리 마을회관 앞 주차장,공영,노외,,경상북도 울진군 후포면 후포리 1031-1,10,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.6791964382,129.447573,2019-09-25,5250000,경상북도 울진군,
372-2-000044,구산4리(안잘미)마을주차장,공영,노외,,경상북도 울진군 근남면 구산리 836,30,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.943468,129.367039,2019-09-25,5250000,경상북도 울진군,
372-2-000047,죽변4리,공영,노외,,경상북도 울진군 죽변면 죽변리20-30,56,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.057638,129.425665,2019-09-25,5250000,경상북도 울진군,
372-2-000049,후포2리 공용주차장,공영,노외,,경상북도 울진군 후포면 후포리 601,8,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.682712,129.456077,2019-09-25,5250000,경상북도 울진군,
372-2-000050,평해읍사무소 옆 공영주차장,공영,노외,,경상북도 울진군 평해읍 평해리 928-12,17,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6393,36.7280307100,129.4410297441,2019-09-25,5250000,경상북도 울진군,
372-3-000001,울진군청 공영주차장,공영,부설,경상북도 울진군 울진읍 울진중앙로 121,,67,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,60,0,30,500,3,2000,,현금+신용카드,유료운영시간 07:00-22:00,경상북도 울진군청,054-789-6554,36.993095,129.4005165040,2019-09-25,5250000,경상북도 울진군,
372-4-000001,월송정 민영주차장,민영,노외,경상북도 울진군 평해읍 월송정로 517,,20,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.743829,129.468713,2019-09-25,5250000,경상북도 울진군,
372-4-000002,울진원자력전시관 민영주차장,민영,노외,경상북도 울진군 북면 울진북로2040,,300,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.099853,129.373469,2019-09-25,5250000,경상북도 울진군,
372-4-000003,덕구온천 민영주차장,민영,노외,경상북도 울진군 북면 덕구온천로924,,2200,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,37.079048,129.284252,2019-09-25,5250000,경상북도 울진군,
372-4-000005,성류굴 민영주차장,민영,노외,경상북도 울진군 근남면 성류굴로 225,,147,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 울진군,054-789-6392,36.955937,129.379104,2019-09-25,5250000,경상북도 울진군,
339-2-000001,낙지타워공용주차장,공영,노외,전라남도 무안군 무안읍 성남1길 175,전라남도 무안군 무안읍 성남리 268번지,75,기타,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,혼합,60,500,,,,,,현금,,전라남도 무안군 건설교통과,061-452-5767,34.987658,126.477451,2019-06-26,4950000,전라남도 무안군,
165-2-000001,문예회관,공영,노외,인천광역시 남동구 예술로 149,인천광역시 남동구 구월동 1408-2,779,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,300,24,6000,60000,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-446-2701,37.4475903587,126.7000564471,2019-09-18,B553906,인천시설공단,
167-2-000002,계산택지1,공영,노외,인천광역시 계양구 계양문화로 111,인천광역시 계양구 계산동 1060,191,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-552-2701,37.540723,126.7368741,2019-09-18,B553906,인천시설공단,
167-2-000003,계산택지3,공영,노외,인천광역시 계양구 계산새로 88,인천광역시 계양구 계산동 1075,155,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.5374417294,126.7377591636,2019-09-18,B553906,인천시설공단,
167-2-000004,계산택지4,공영,노외,인천광역시 계양구 도두리로 6번길,인천광역시 계양구 작전동 903,142,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-556-2701,37.5318882508,126.7350489355,2019-09-18,B553906,인천시설공단,
164-2-000005,늘봄공원,공영,노외,인천광역시 연수구 샘말로 37-7,인천광역시 연수구 연수동 603,65,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-812-1425,37.4132015871,126.6785372101,2019-09-18,B553906,인천시설공단,
161-2-000006,동 인 천,공영,노외,인천광역시 중구 큰우물로 20번길 3-4,인천광역시 중구 용동 9-5,75,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,40000,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-766-5701,37.4737048152,126.6323078295,2019-09-18,B553906,인천시설공단,
167-2-000007,계산택지2,공영,노외,인천광역시 계양구 장제로 756번길,인천광역시 계양구 계산동 1079-2,148,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.5363016710,126.7373565396,2019-09-18,B553906,인천시설공단,
163-2-000008,제물포북광장,공영,노외,인천광역시 미추홀구 경인로 125,인천광역시 미추홀구 도화동 272,74,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,40000,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-887-9686,37.4674441007,126.656432,2019-09-18,B553906,인천시설공단,
163-2-000009,제물포남광장,공영,노외,인천광역시 미추홀구 경인로 126,인천광역시 미추홀구 숭의동 59-18,18,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.4659308,126.6566742,2019-09-18,B553906,인천시설공단,
161-2-000010,운 서 1,공영,노외,인천광역시 중구 신도시남로 142번길,인천광역시 중구 운서동 2802-4,41,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.494173,126.491607,2019-09-18,B553906,인천시설공단,
161-2-000011,운 서 역,공영,노외,인천광역시 중구 흰바위로59번길 26,인천광역시 중구 운서동 2807-1,264,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,40000,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-752-2701,37.4928447,126.4936663284,2019-09-18,B553906,인천시설공단,
162-2-000012,공 단,공영,노외,인천광역시 동구 방축로 193,인천광역시 동구 송림동 297-20,105,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.47927253,126.6661301,2019-09-18,B553906,인천시설공단,
166-2-000013,동암역북광장,공영,노외,인천광역시 부평구 백범로 528번,인천광역시 부평구 십정동 528,49,1,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,1000,15,200,24,10000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-438-2001,37.4711456745,126.7018233425,2019-09-18,B553906,인천시설공단,
161-2-000014,신 포 동,공영,노외,인천광역시 중구 홍예문로 4,인천광역시 중구 해안동 4가 1-1,71,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-773-2701,37.4710100,126.6231100,2019-09-18,B553906,인천시설공단,
161-2-000015,구인천여고,공영,노외,인천광역시 중구 참외전로 100,인천광역시 중구 전동 2-5,100,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-766-2701,37.4771126581,126.629501,2019-09-18,B553906,인천시설공단,
165-2-000016,논현택지3,공영,노외,인천광역시 남동구 논고개로 124,인천광역시 남동구 논현동 613-9,48,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.4024967601,126.7247162218,2019-09-18,B553906,인천시설공단,
165-2-000017,논현택지5,공영,노외,인천광역시 남동구 논현역로 8,인천광역시 남동구 논현동 630,47,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.4014105,126.7209892,2019-09-18,B553906,인천시설공단,
165-2-000018,간석3동,공영,노외,인천광역시 남동구 간석로 87번길 18,인천광역시 남동구 간석3동 37-691,111,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-435-1425,37.4664546966,126.7179452058,2019-09-18,B553906,인천시설공단,
166-2-000019,코아타운,공영,노외,인천광역시 부평구 부평대로 69,인천광역시 부평구 부평동 224-1,15,1,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,1000,15,200,24,10000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,,37.49765011,126.7220754,2019-09-18,B553906,인천시설공단,
166-2-000020,부개역,공영,노외,인천광역시 부평구 부일로 83번길,인천광역시 부평구 부개동 206-1,200,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,40000,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-362-2701,37.4893795566,126.7396121436,2019-09-18,B553906,인천시설공단,
166-2-000021,청천천,공영,노외,인천광역시 부평구 평천로 266,인천광역시 부평구 청천동 113,443,3,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,400,15,200,24,4000,40000,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-516-2701,37.51639667,126.7199201,2019-09-18,B553906,인천시설공단,
164-2-000022,동 춘 동,공영,노외,인천광역시 연수구 앵고개로 246번길 7-14,인천광역시 연수구 동춘동 935-1,104,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-817-1425,37.407747,126.6715439,2019-09-18,B553906,인천시설공단,
164-2-000023,샘말공원,공영,노외,인천광역시 연수구 샘말로 68-5,인천광역시 연수구 연수동 622,72,2,요일제,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,유료,30,600,15,200,24,6000,,현금+신용카드,"장애인,요일제(인천차량),다자녀,저공해차량 50프로할인/경차 60프로할인/국가유공자, 고엽제후유증환자, 5,18민주유공자, 보훈보상대상자, 병역명문가  80프로 할인/모범납세자, 자원봉사자(인천시), 임산부(탑승) 100프로 할인",인천시설공단,032-819-2701,37.4140355833,126.6804042599,2019-09-18,B553906,인천시설공단,
