순번,시도본부,소방서,119안전센터명,주소,전화번호
277,광주소방안전본부,서부소방서_광주,금호,광주광역시 서구 운천로 112(쌍촌동),062-606-4525
278,광주소방안전본부,서부소방서_광주,상무,광주광역시 서구 치평로 65(치평동),062-606-4543
279,광주소방안전본부,서부소방서_광주,풍암,광주광역시 서구 회재로 907(금호동),062-606-4564
280,광주소방안전본부,남부소방서_광주,송하,광주광역시 남구 송암로58번길 13(송하동),062-606-4303
281,광주소방안전본부,남부소방서_광주,월산,광주광역시 남구 수박등로 1(월산동),062-606-4603
282,광주소방안전본부,남부소방서_광주,봉선,광주광역시 남구 오방로 63(방림동),062-606-4623
283,광주소방안전본부,북부소방서_광주,문흥,광주광역시 북구 서하로 290(오치동),062-606-4353
284,광주소방안전본부,북부소방서_광주,임동,광주광역시 북구 서림로 5(임동),062-606-4703
285,광주소방안전본부,북부소방서_광주,우산,광주광역시 북구 동문대로 127(우산동),062-606-4723
286,광주소방안전본부,북부소방서_광주,일곡,광주광역시 북구 설죽로 529(일곡동),062-606-4743
287,광주소방안전본부,북부소방서_광주,두암,광주광역시 북구 삼정로 5(두암동),062-606-4763
288,광주소방안전본부,북부소방서_광주,동림,광주광역시 북구 북문대로 202(동림동),062-606-4783
289,광주소방안전본부,광산소방서_광주,하남,광주광역시 광산구 하남산단1번로 13(하남동),062-606-4903
290,광주소방안전본부,광산소방서_광주,송정,광주광역시 광산구 상무대로 93-1(도산동),062-606-4803
291,광주소방안전본부,광산소방서_광주,월곡,광주광역시 광산구 사암로 276(월곡동),062-606-4823
292,광주소방안전본부,광산소방서_광주,비아,광주광역시 광산구 비아로12번길 10(비아동),062-606-4843
293,광주소방안전본부,광산소방서_광주,신가,광주광역시 광산구 수등로 236(신가동),062-606-4863
294,광주소방안전본부,광산소방서_광주,첨단,광주광역시 광산구 임방울대로825번길 16(쌍암동),062-606-4883
295,광주소방안전본부,광산소방서_광주,평동,광주광역시 광산구 월전동 1251,전화공사중
296,대전소방본부,중부소방서_대전,삼성,대전광역시 동구 태전로 134,042-609-6111
297,대전소방본부,중부소방서_대전,원동,대전광역시 중구 대종로 373,042-609-6121
298,대전소방본부,중부소방서_대전,부사,대전광역시 동구 대전천동로 508,042-609-6131
299,대전소방본부,중부소방서_대전,산내,대전광역시 동구 산내로 1328,042-609-6141
300,대전소방본부,중부소방서_대전,용운,대전광역시 동구 용운로 151번길 88,042-609-6151
301,대전소방본부,중부소방서_대전,가양,대전광역시 동구 합내로 50,042-609-6161
302,대전소방본부,서부소방서_대전,갈마,대전광역시 서구 갈마중로 15,042-609-6311
303,대전소방본부,서부소방서_대전,태평,대전광역시 중구 태평로 91,042-609-6321
304,대전소방본부,서부소방서_대전,탄방,대전광역시 서구 문정로 142,042-609-6331
305,대전소방본부,서부소방서_대전,월평,대전광역시 서구 청사로 27,042-609-6341
306,대전소방본부,서부소방서_대전,둔산,대전광역시 서구 둔산로 101번길 26,042-609-6351
307,대전소방본부,동부소방서_대전,법동,대전광역시 대덕구 계족로 682,042-609-6511
308,대전소방본부,동부소방서_대전,대화,대전광역시 대덕구 대화로 81,042-609-6521
309,대전소방본부,동부소방서_대전,덕암,대전광역시 대덕구 신탄진로 681번길 10,042-609-6531
310,대전소방본부,동부소방서_대전,문평,대전광역시 대덕구 문평동로 18번길 34,042-609-6541
311,대전소방본부,동부소방서_대전,송촌,대전광역시 대덕구 동춘당로 65,042-609-6551
312,대전소방본부,북부소방서_대전,도룡,대전광역시 유성구 대덕대로 516,042-609-6711
313,대전소방본부,북부소방서_대전,전민,대전광역시 유성구 엑스포로 486-11,042-609-6721
314,대전소방본부,북부소방서_대전,구암,대전광역시 유성구 월드컵대로 263,042-609-6731
315,대전소방본부,북부소방서_대전,궁동,대전광역시 유성구 궁동로 35,042-609-6741
316,대전소방본부,북부소방서_대전,노은,대전광역시 유성구 노은로 101,042-609-6751
317,대전소방본부,남부소방서_대전,복수,대전광역시 서구 복수서로 67,042-609-6911
318,대전소방본부,남부소방서_대전,문화,대전광역시 중구 계룡로 918번길 67,042-609-6921
319,대전소방본부,남부소방서_대전,산성,대전광역시 중구 산성로 59,042-609-6931
320,대전소방본부,남부소방서_대전,가수원,대전광역시 서구 용소로 46,042-609-6941
321,대전소방본부,남부소방서_대전,원내,대전광역시 유성구 계백로 801번길 17,042-609-6951
322,울산소방본부,중부소방서_울산,유곡,울산광역시 중구 종가로 205,052-241-2400
323,울산소방본부,중부소방서_울산,성남,울산광역시 중구 만남의거리 14,052-241-2420
324,울산소방본부,중부소방서_울산,병영,울산광역시 중구 구교로 226,052-241-2440
325,울산소방본부,중부소방서_울산,농소,울산광역시 북구 아진로 72,052-241-2480
326,울산소방본부,중부소방서_울산,언양,울산광역시 울주군 남천둑길 99,052-241-2460
327,울산소방본부,중부소방서_울산,태화,울산광역시 중구 태화로 111,052-241-2530
328,울산소방본부,중부소방서_울산,범서,울산광역시 울주군 구영앞길 99,052-241-2500
329,울산소방본부,중부소방서_울산,매곡,울산광역시 북구 오토밸리로 1024,052-241-2970
330,울산소방본부,남부소방서_울산,남부(울산)_삼산,울산광역시 남구 삼산중로 149,052-241-2580
331,울산소방본부,남부소방서_울산,여천,울산광역시 남구 여천로 81-33,052-241-2610
332,울산소방본부,남부소방서_울산,남부(울산)_신정,울산광역시 남구 신정로 87번길 2,052-241-2630
333,울산소방본부,남부소방서_울산,무거,울산광역시 남구 문수로 89,052-241-2650
334,울산소방본부,남부소방서_울산,남부(울산)_공단,울산광역시 남구 상개로 190,052-241-2670
335,울산소방본부,남부소방서_울산,장생포,울산광역시 남구 매암로 18,052-241-2560
336,울산소방본부,남부소방서_울산,옥동,울산광역시 남구 대공원입구로21번길 20,052-241-2690
337,울산소방본부,동부소방서_울산,화암,울산광역시 동구 꽃바위2가길 9,052-241-2720
338,울산소방본부,동부소방서_울산,동부(울산)_화정,울산광역시 동구 방어진순환도로 601,052-241-2740
339,울산소방본부,동부소방서_울산,염포,울산광역시 북구 염포로 769,052-241-2780
340,울산소방본부,동부소방서_울산,전하,울산광역시 동구 진성 4가길 8,052-241-2760
341,울산소방본부,동부소방서_울산,강동,울산광역시 북구 산호중앙2로 231 ,052-241-2800
342,울산소방본부,온산소방서_울산,온산,울산광역시 울주군 온산읍 덕신로 232,052-241-2860
343,울산소방본부,온산소방서_울산,온양,울산광역시 울주군 온양읍 온양로 74,052-241-2890
344,울산소방본부,온산소방서_울산,웅촌,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2910
345,울산소방본부,온산소방서_울산,화산,울산광역시 울주군 온산읍 공단로 417,052-241-2840
346,세종소방본부,조치원소방서,조치원,세종특별자치시 조치원읍 세종로 2439,044-300-8501
347,세종소방본부,조치원소방서,전의,세종특별자치시 전의면 서정길 46-6,044-300-8521
348,세종소방본부,조치원소방서,부강,세종특별자치시 부강면 청연로 7,044-300-8541
349,세종소방본부,조치원소방서,연서,세종특별자치시 연서면 도신고복로 306,044-300-8641
350,세종소방본부,세종소방서,어진,세종특별자치시 어진동 610,044-300-8604
351,세종소방본부,세종소방서,아름,세종특별자치시 아름동 보듬3로 119,044-300-8581
352,세종소방본부,세종소방서,한솔,세종특별자치시 한솔동 노을3로 29,044-300-8561
353,세종소방본부,세종소방서,보람,세종특별자치시 보람동 남세종로 436,044-300-8621
354,경기재난본부,수원소방서,정자,수원시 장안구 정자천로 189번길 12 (정자동),031-8012-9501
355,경기재난본부,수원소방서,남부,수원시 권선구 동수원로 286 (권선동),031-8012-9511
356,경기재난본부,수원소방서,매산,수원시 팔달구 매산로  89 (매산로 3가),031-8012-9521
357,경기재난본부,수원소방서,원천,수원시 영통구 중부대로 349 (원천동),031-8012-9531
358,경기재난본부,수원소방서,지만,수원시 팔달구 경수대로 660 (우만동),031-8012-9551
359,경기재난본부,수원소방서,서둔,수원시 권선구 서호동로 48 (서둔동),031-8012-9561
360,경기재난본부,수원소방서,파장,수원시 장안구 서부로 2308 (이목동),031-8012-9571
361,경기재난본부,수원소방서,이의,수원시 영통구 창룡대로 313 (이의동) ,031-8012-9581
362,경기재난본부,수원소방서,고색,수원시 권선구 서부로 1614 (고색동),031-8012-9591
363,경기재난본부,수원소방서,영통,수원시 영통구 매영로 325 (영통동),031-8012-9141
364,경기재난본부,성남소방서,수진,성남시 수정구 제일로 111 (수진동),031-720-0500
365,경기재난본부,성남소방서,신흥,경기도 성남시 수정구 시민로 151 (신흥동),031-757-0119
366,경기재난본부,성남소방서,상대원,경기도 성남시 중원구 둔촌대로 457번길 8 (상대원동),031-745-0003
367,경기재난본부,성남소방서,단대,경기도 성남시 수정구 논골로 11번길 7-2 (단대동),031-720-0521
368,경기재난본부,성남소방서,위례,경기도 성남시 수정구 헌릉로 1003 (창곡동),031-759-5119
369,경기재난본부,분당소방서,서현,경기도 성남시 분당구 양현로 14 (서현동),031-8018-3501
370,경기재난본부,분당소방서,판교,경기도 성남시 분당구 대왕판교로644번길 62 (삼평동),031-8018-3511
371,경기재난본부,분당소방서,수내,경기도 성남시 분당구 백현로 241 (수내동),031-8018-3521
372,경기재난본부,분당소방서,야탑,경기도 성남시 분당구 양현로 485 (야탑4동),031-8018-3531
373,경기재난본부,분당소방서,구미,경기도 성남시 분당구 돌마로 138 (구미동),031-8018-3551
374,경기재난본부,부천소방서,중앙,경기도 부천시 신흥로 115 (중동),032-650-4504
375,경기재난본부,부천소방서,내동,경기도 부천시 신흥로 364 (내동),032-650-4524
376,경기재난본부,부천소방서,중동,경기도 부천시 부일로 346 (중동),032-650-4534
377,경기재난본부,부천소방서,괴안,경기도 부천시 부광로8번길 49 (괴안동),032-650-4544
378,경기재난본부,부천소방서,원종,경기도 부천시 원종로79번길 41 (원종동),032-650-4554
379,경기재난본부,부천소방서,상동,경기도 부천시 장말로 113 (상동),032-650-4564
380,경기재난본부,부천소방서,서부,경기도 부천시 계남로 169 (중동),032-650-4574
381,경기재난본부,부천소방서,범박,경기도 부천시 범안로 127 (범박동),032-650-4584
382,경기재난본부,부천소방서,신상,경기도 부천시 상동로117번길 36 (상동),032-650-4594
383,경기재난본부,안양소방서,부림,경기도 안양시 동안구 관평로212번길 32 (관양동),031-470-0501
384,경기재난본부,안양소방서,안양,경기도 안양시 만안구 현충로 55 (안양동),031-470-0511
385,경기재난본부,안양소방서,비산,경기도 안양시 동안구 평촌대로 389 (비산동),031-470-0531
386,경기재난본부,안양소방서,석수,경기도 안양시 만안구 석수로 28 (석수동),031-470-0541
387,경기재난본부,안양소방서,귀인,경기도 안양시 동안구 평촌대로 104 (평촌동),031-470-0551
388,경기재난본부,안산소방서,고잔,경기도 안산시 단원구 화랑로 407 (고잔동),031-470-7501
389,경기재난본부,안산소방서,원시,경기도 안산시 단원구 동산로 31 (원시동),031-470-7511
390,경기재난본부,안산소방서,선부,경기도 안산시 단원구 선부광장서로 43 (선부동),031-470-7521
391,경기재난본부,안산소방서,성곡,경기도 안산시 단원구 장자골로 66 (성곡동),031-470-7541
392,경기재난본부,안산소방서,월피,경기도 안산시 상록구 충장로 645 (월피동),031-470-7551
393,경기재난본부,안산소방서,군자,경기도 안산시 단원구 번영1로 45 (성곡동),031-470-7561
394,경기재난본부,안산소방서,사동,경기도 안산시 상록구 항가울로 230 (사동),031-470-7571
395,경기재난본부,안산소방서,대부,경기도 안산시 단원구 영전로 375 (대부동동),031-470-7581
396,경기재난본부,안산소방서,반월,경기도 안산시 상록구 건지미길 48 (건건동),031-470-7591
397,경기재난본부,용인소방서,역북,경기도 용인시 처인구 명지로 45 (역북동),031-8021-0501
398,경기재난본부,용인소방서,구갈,경기도 용인시 기흥구 신구로 74 (구갈동),031-8021-0511
399,경기재난본부,용인소방서,수지,경기도 용인시 수지구 풍덕천로 177 (풍덕천동),031-8021-0521
400,경기재난본부,용인소방서,양지,경기도 용인시 처인구 양지면 남평로 46 (남곡리),031-8021-0531
401,경기재난본부,용인소방서,남사,경기도 용인시 처인구 남사면 봉무로 13 (봉무리),031-8021-0541
402,경기재난본부,용인소방서,포곡,경기도 용인시 처인구 포곡읍 포곡로 252 (삼계리),031-8021-0551
403,경기재난본부,용인소방서,이동,경기도 용인시 처인구 이동면 백옥대로 416-2 (덕성리),031-8021-0561
404,경기재난본부,용인소방서,보정,경기도 용인시 기흥구 보정로 114번길 2 (보정동),031-8021-0571
405,경기재난본부,용인소방서,백암,경기도 용인시 처인구 백암면 백암로 247 (백암리),031-8021-0581
406,경기재난본부,용인소방서,동백,경기도 용인시 기흥구 동백6로 33 (중동),031-8021-0591
407,경기재난본부,용인소방서,모현,경기도 용인시 처인구 모현면 독점로 31-12 (갈담리),031-8021-0141
408,경기재난본부,평택소방서,비전,경기도 평택시 중앙로 273 (비전동),031-8053-6503
409,경기재난본부,평택소방서,안중,경기도 평택시 안중읍 안현로서7길 28 (현화리),031-8053-6531
410,경기재난본부,평택소방서,팽성,경기도 평택시 팽성읍 팽성송화로 172 (송화리),031-8053-6512
411,경기재난본부,평택소방서,포승,경기도 평택시 포승읍 평택항로 156번길 11 (만호리),031-8053-6542
412,경기재난본부,송탄소방서,신장,경기도 평택시 경기대로 1627 (신장동),031-685-8500
413,경기재난본부,송탄소방서,진위,경기도 평택시 진위면 봉남길 30,031-685-8510
414,경기재난본부,송탄소방서,모곡,경기도 평택시 산단로64번길 2 (모곡동),031-685-8520
415,경기재난본부,송탄소방서,서탄,경기도 평택시 서탄면 서탄로 241,031-685-8530
416,경기재난본부,송탄소방서,고덕,경기도 평택시 고덕면 고덕로 335,031-695-8540
417,경기재난본부,송탄소방서,청북,경기도 평택시 청북면 현곡산단로 16,031-685-8550
418,경기재난본부,광명소방서,소하,경기도 광명시 금하로 472 (소하동),031-2610-3500
419,경기재난본부,광명소방서,광명,경기도 광명시 사성로 12 (광명동),031-2610-3510
420,경기재난본부,광명소방서,하안,경기도 광명시 범안로 1025 (하안동),031-2610-3520
421,경기재난본부,광명소방서,광남,경기도 광명시 목감로 34 (광명동),031-2610-3530
422,경기재난본부,시흥소방서,시흥,경기도 시흥시 정왕신길로 206 (정왕동),031-310-0501
423,경기재난본부,시흥소방서,은행,경기도 시흥시 은행동 대은로 4 (은행동),031-310-0511
424,경기재난본부,시흥소방서,정왕,경기도 시흥시 공단1대로 259번길 1 (정왕동),031-310-0521
425,경기재난본부,시흥소방서,연성,경기도 시흥시 새재로 29 (장현동),031-310-0531
426,경기재난본부,군포소방서,오금,경기도 군포시 고산로 429 (산본동),031-479-8505
427,경기재난본부,군포소방서,산본,경기도 군포시 산본로 432번길 1 (산본동),031-479-8512
428,경기재난본부,화성소방서,향남,경기도 화성시 향남읍 향남로 399 (행정리),031-8012-6502
429,경기재난본부,화성소방서,정남,경기도 화성시 정남면 정남동로 514 (고지리),031-8012-6522
430,경기재난본부,화성소방서,동탄,경기도 화성시 동탄반석로 188 (반송동),031-8012-6532
431,경기재난본부,화성소방서,태안,경기도 화성시 병점중앙로 148 (진안동),031-8012-6542
432,경기재난본부,화성소방서,남양,경기도 화성시 남양시장로 48 (남양동),031-8012-6552
433,경기재난본부,화성소방서,봉담,경기도 화성시 봉담읍 샘마을1길 9 (상리),031-8012-6560
434,경기재난본부,화성소방서,장안,경기도 화성시 장안면 3.1만세로 119 (어은리),031-351-2119
435,경기재난본부,화성소방서,목동,경기도 화성시 동탄2지구 공공8블럭 ,031-231-0993 
436,경기재난본부,이천소방서,관고,경기도 이천시 경충대로 2739 (관고동),031-645-5501
437,경기재난본부,이천소방서,대월,경기도 이천시 경충대로 1973 (사동리),031-645-5511
438,경기재난본부,이천소방서,장호원,경기도 이천시 장호원읍 서동대로 8829번길 71 (장호원리),031-645-5521
439,경기재난본부,김포소방서,중앙,경기도 김포시 감암로 111 (걸포동),031-980-4501
440,경기재난본부,김포소방서,양촌,경기도 김포시 양촌읍 양곡1로 85 (양곡리),031-980-4511
441,경기재난본부,김포소방서,통진,경기도 김포시 통진읍 김포대로 2250 (마송리),031-980-4521
442,경기재난본부,김포소방서,고촌,경기도 김포시 고촌읍 은행영사정로 31 (신곡리),031-980-4531
443,경기재난본부,김포소방서,하성,경기도 김포시 하성면 하성로 404 (마곡리),031-980-4541
444,경기재난본부,김포소방서,대곶,경기도 김포시 대곶면 수남로 104,031-980-4561
445,경기재난본부,김포소방서,마산,경기도 김포시 김포한강8로 196,031-980-4571
446,경기재난본부,광주소방서,초월,경기도 광주시 초월읍 무들로 112 (대쌍령리),031-799-2500
447,경기재난본부,광주소방서,경안,경기도 광주시 수하길 36 (송정동),031-799-2510
448,경기재난본부,광주소방서,오포,경기도 광주시 오포읍 오포로 910-5 (고산리),031-799-2521
449,경기재난본부,광주소방서,곤지암,경기도 광주시 곤지암읍 도척로 163 (곤지암리),031-799-2530
450,경기재난본부,광주소방서,능평,경기도 광주시 오포읍 대명대길 30 (능평리),031-799-2540
451,경기재난본부,안성소방서,도기,경기도 안성시 미양로 855 (도기동),031-678-4501
452,경기재난본부,안성소방서,미양,경기도 안성시 미양면 제2공단3길 8 (계륵리),031-677-7119
453,경기재난본부,안성소방서,죽산,경기도 안성시 죽산면 장원공단길 38 (장원리),031-678-4520
454,경기재난본부,안성소방서,공도,경기도 안성시 공도읍 공도로 111 (만정리),031-618-8119
455,경기재난본부,하남소방서,신장,경기도 하남시 대청로 76 (신장동),031-799-4502
456,경기재난본부,하남소방서,감북,경기도 하남시 감북로 91 (광암동),031-799-4511
457,경기재난본부,하남소방서,덕풍,경기도 하남시 덕풍서로 60 (덕풍동),031-799-4532
458,경기재난본부,의왕소방서,고천,경기도 의왕시 오봉로 9 (고천동),031-596-0502
459,경기재난본부,의왕소방서,백운,경기도 의왕시 안양판교로 187 (청계동),031-596-0531
460,경기재난본부,의왕소방서,오전,경기도 의왕시 경수대로 344 (오전동),031-596-0510
461,경기재난본부,오산소방서,청학,경기도 오산시 청학로 55-6 (청학동),031-8059-7500
462,경기재난본부,오산소방서,원동,경기도 오산시 경기대로 99 (원동),031-8059-7510
463,경기재난본부,여주소방서,여주,경기도 여주시 우암로 110 (월송동),031-887-8501
464,경기재난본부,여주소방서,가남,경기도 여주시 가남면 일신로 32 (태평리),031-887-8511
465,경기재난본부,여주소방서,북내,경기도 여주시 북내면 도예로 440 (당우리),031-887-8521
466,경기재난본부,양평소방서,공흥,경기도 양평군 양평읍 경강로 2047 (공흥리),031-770-0507
467,경기재난본부,양평소방서,강상,경기도 양평군 강상면 송학길 54 (송학리),031-770-0521
468,경기재난본부,양평소방서,용문,경기도 양평군 용문면 연수로 64 (다문리),031-770-0531
469,경기재난본부,과천소방서,중앙,경기도 과천시 통영로 12 (중앙동),02-331-4500
470,경기재난본부,과천소방서,과천,경기도 과천시 궁말로 30 (주암동),02-331-4510
471,경기북부소방재난본부,고양소방서,원당,경기도 고양시 덕양구 고양대로 1342,031-931-0502
472,경기북부소방재난본부,고양소방서,능곡,경기도 고양시 덕양구 토당로 48,031-931-0512
473,경기북부소방재난본부,고양소방서,신도,경기도 고양시 덕양구 삼송로136번길 80-6,031-931-0522
474,경기북부소방재난본부,고양소방서,행신,경기도 고양시 덕양구 소원로181번길 52,031-931-0532
475,경기북부소방재난본부,고양소방서,화전,경기도 고양시 덕양구 중앙로 78,031-931-0542
476,경기북부소방재난본부,일산소방서,장항,경기도 고양시 일산동구 중앙로 1325 ,031-930-0501
477,경기북부소방재난본부,일산소방서,백석,경기도 고양시 일산동구 장백로 78,031-930-0511
478,경기북부소방재난본부,일산소방서,주엽,경기도 고양시 일산서구 주화로 82,031-930-0521
479,경기북부소방재난본부,일산소방서,중산,경기도 고양시 일산동구 중산로 218,031-930-0541
480,경기북부소방재난본부,일산소방서,고봉,경기도 고양시 일산동구 성현로 429,031-930-0551
481,경기북부소방재난본부,일산소방서,대화,경기도 고양시 일산서구 대화동 2321-2,031-930-0572
482,경기북부소방재난본부,의정부소방서,중앙,경기도 의정부시 의정로 48 ,031-849-7500
483,경기북부소방재난본부,의정부소방서,금오,경기도 의정부시 호국로 1434-14,031-849-7510
484,경기북부소방재난본부,의정부소방서,호원,경기도 의정부시 평화로 322번길 7,031-849-7520
485,경기북부소방재난본부,의정부소방서,송산,경기도 의정부시 충의로 90,031-849-7530
486,경기북부소방재난본부,남양주소방서,평내,경기도 남양주시 평내로 25 ,031-590-0503
487,경기북부소방재난본부,남양주소방서,진접,경기도 남양주시 진접읍 금강로 1509-25,031-590-0522
488,경기북부소방재난본부,남양주소방서,진건,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0552
489,경기북부소방재난본부,남양주소방서,화도,경기도 남양주시 화도읍 수레로 1260번길 25,031-590-0542
490,경기북부소방재난본부,남양주소방서,와부,경기도 남양주시 와부읍 덕소로 97번길 34-2,031-590-0532
491,경기북부소방재난본부,남양주소방서,별내,경기도 남양주시 송산로 41,031-590-0562
492,경기북부소방재난본부,남양주소방서,오남,경기도 남양주시 오남읍 진건오남로 772,031-590-0592
493,경기북부소방재난본부,남양주소방서,가운,경기도 남양주시 가운로 16,031-590-0572
494,경기북부소방재난본부,파주소방서,통일,파주시 파주읍 통일로 1564,031-956-9501
495,경기북부소방재난본부,파주소방서,금촌,경기도 파주시 가나무로 136 ,031-956-9511
496,경기북부소방재난본부,파주소방서,법원,경기도 파주시 법원읍 화합로 141,031-956-9521
497,경기북부소방재난본부,파주소방서,광탄,경기도 파주시 광탄면 혜음로 1040 ,031-956-9531
498,경기북부소방재난본부,파주소방서,탄현,경기도 파주시 탄현면 필승로 458 ,031-956-9541
499,경기북부소방재난본부,파주소방서,월롱,경기도 파주시 월롱면 엘씨디로 310 ,031-956-9551
500,경기북부소방재난본부,파주소방서,교하,경기도 파주시 청석로 301 ,031-956-9561
501,경기북부소방재난본부,파주소방서,적성,경기도 파주시 적성면 감악산로 1220 ,031-956-9571
502,경기북부소방재난본부,파주소방서,운정,경기도 파주시 야당동 1003-2,031-956-9581
503,경기북부소방재난본부,구리소방서,교문,"경기도 구리시 아차산로 487번길 46, 교문119안전센터",031-570-6501
504,경기북부소방재난본부,구리소방서,인창,"경기도 구리시 건원대로 34번길 28, 인창119안전센터",031-570-6512
505,경기북부소방재난본부,포천소방서,군내,경기도 포천시 군내면 호국로 1538,031-538-5500~7
506,경기북부소방재난본부,포천소방서,소흘,경기도 포천시 소흘읍 송우로 182(송우리 576-1),031-538-5511-4
507,경기북부소방재난본부,포천소방서,영북,경기도 포천시 영북면 영북로 144,031-538-5520~4
508,경기북부소방재난본부,포천소방서,일동,경기도 포천시 일동면 영일로 978,031-538-5530~4
509,경기북부소방재난본부,포천소방서,가산,경기도 포천시 포천로 890,031- 538-5540~4
510,경기북부소방재난본부,포천소방서,내촌,경기도 포천시 내촌면 내촌로 120,031-538-5550~4
511,경기북부소방재난본부,포천소방서,영중,경기도 포천시 영중면 양문로 66,031-538-5560~7
512,경기북부소방재난본부,양주소방서,백석,양주시 백석읍 꿈나무로 156,031-849-8507
513,경기북부소방재난본부,양주소방서,회천,양주시 화합로 1272,031-849-8512
514,경기북부소방재난본부,양주소방서,광적,양주시 광적면 광적로 55,031-849-8522
515,경기북부소방재난본부,양주소방서,고읍,양주시 고덕로 266,031-849-8532
516,경기북부소방재난본부,양주소방서,남면,양주시 남면 삼육사로 247,031-849-8542
517,경기북부소방재난본부,양주소방서,장흥,양주시 장흥면 일영로 794,031-849-8551
518,경기북부소방재난본부,동두천소방서,불현,경기도 동두천시 지행로 6(지행동),031-830-5501
519,경기북부소방재난본부,동두천소방서,소요,경기도 동두천시 평화로 2910번길 65(상봉암동),031-830-5511
520,경기북부소방재난본부,가평소방서,가평,가평군 가평읍 가화로 36,031-580-0507
521,경기북부소방재난본부,가평소방서,조종면,가평군 조종면 현창로 14,031-580-0522
522,경기북부소방재난본부,연천소방서,은대,경기도 연천군 전곡읍 평화로 892,031-830-0502
523,경기북부소방재난본부,연천소방서,전곡,경기도 연천군 전곡읍 전곡로 27,031-830-0521
524,경기북부소방재난본부,연천소방서,연천,경기도 연천군 연천읍 차현로 92,031-830-0531
525,강원소방본부,춘천소방서,현장대응과(후평),강원도 춘천시 후석로 446,033-241-0119
526,강원소방본부,춘천소방서,소양,강원도 춘천시 금강로 15,033-248-9531
527,강원소방본부,춘천소방서,춘천_효자,강원도 춘천시 효명길 8,033-248-9541
528,강원소방본부,춘천소방서,석사,강원도 춘천시 동내면 고은길9,033-248-9551
529,강원소방본부,춘천소방서,강촌,강원도 춘천시 남산면 소주고개로 680,033-248-9561
530,강원소방본부,춘천소방서,신북,강원도 춘천시 신북읍 신북로 35,033-248-9461
531,강원소방본부,춘천소방서,화천,강원도 춘천시 화천군 화천읍 강변로 155,033-248-9571
532,강원소방본부,춘천소방서,사내,강원도 춘천시 화천군 사내면 문화마을 1길 6,033-248-9581
533,강원소방본부,춘천소방서,양구,강원도 춘천시 양구군 양구읍 비봉로 73번길 12,033-248-9591
534,강원소방본부,원주소방서,현장대응과(명륜),강원도 원주시 남원로 487,033-762-0119
535,강원소방본부,원주소방서,원주_우산,강원도 원주시 우산동 우산공단길 9,033-769-1561
536,강원소방본부,원주소방서,단구,강원도 원주시 단구동 강변로 255,033-769-1541
537,강원소방본부,원주소방서,원주_신림,강원도 원주시 신림면 치악로 27,033-769-1551
538,강원소방본부,원주소방서,학성,강원도 원주시 학성동 학성길 122,033-769-1531
539,강원소방본부,원주소방서,태장,강원도 원주시 태장동 태장공단길 4,033-769-1571
540,강원소방본부,원주소방서,문막,강원도 원주시 문막읍 문막시장1길 90,033-769-1581
541,강원소방본부,원주소방서,흥업,강원도 원주시 귀래면 북원로 53-5,033-769-1591
542,강원소방본부,강릉소방서,현장대응과(유산),강원도 강릉시 선수천로 64-28,033-643-3119
543,강원소방본부,강릉소방서,경포,강원도 강릉시 해안로 502,033-610-8531
544,강원소방본부,강릉소방서,내곡,강원도 강릉시 범일로 660,033-610-8541
545,강원소방본부,강릉소방서,주문진,강원도 강릉시 연곡면 연주로 226,033-610-8551
546,강원소방본부,강릉소방서,포남,강원도 강릉시 하평2길 23,033-610-8561
547,강원소방본부,강릉소방서,강릉_옥계,강원도 강릉시 옥계면 현내시장길 163,033-610-8571
548,강원소방본부,동해소방서,현장대응과(천곡),강원도 동해시 천곡로 120,033-533-0119
549,강원소방본부,동해소방서,묵호,강원도 동해시 일출로 29,033-530-8531
550,강원소방본부,동해소방서,북삼,강원도 동해시 효자남길 33-10,033-530-8541
551,강원소방본부,동해소방서,북평,강원도 동해시 공단1로 21,033-530-8551
552,강원소방본부,태백소방서,현장대응과(황지),강원도 태백시 태백로 1120,033-553-1119
553,강원소방본부,태백소방서,태백_장성,강원도 태백시 석공길 16-9,033-550-8531
554,강원소방본부,태백소방서,철암,강원도 태백시 동태백로 552,033-550-8541
555,강원소방본부,태백소방서,화전,강원도 태백시 태백로 814,033-550-8551
556,강원소방본부,속초소방서,현장대응과(노학),강원도 속초시 미시령로 3226,033-631-0119
557,강원소방본부,속초소방서,영랑,강원도 속초시 동해대로 4219,033-630-2531
558,강원소방본부,속초소방서,설악,강원도 속초시 청봉로5길 37,033-630-2541
559,강원소방본부,삼척소방서,현장대응과(남양),강원도 삼척시 봉황로 101,033-573-0119
560,강원소방본부,삼척소방서,도계,강원도 삼척시 도계읍 도계강변3길 16,033-570-8531
561,강원소방본부,삼척소방서,근덕,강원도 삼척시 근덕면 교가길 37,033-570-8541
562,강원소방본부,삼척소방서,원덕,강원도 삼척시 원덕읍 삼척로 504,033-570-8551
563,강원소방본부,홍천소방서,현장대응과(홍천),강원도 홍천군 홍천읍 공작산로 99,033-432-2119
564,강원소방본부,홍천소방서,양덕원,강원도 홍천군 남면 시동로 38,033-439-2541
565,강원소방본부,홍천소방서,서석,강원도 홍천군 서석면 구룡령로 2512,033-439-2531
